energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,uri,name,artist
0.564,0.223,157.026,0.0442,0.683,3.92e-05,4,0.577,2,169240,-8.753,0.503,1,spotify:track:7wFOxy1PeCDy3vdPt0zLHO,Winona,Stolen Jars
0.907,0.091,133.021,0.0573,0.0188,2.7e-06,4,0.552,1,212080,-3.334,0.36,1,spotify:track:156Fv7Z3hH47FZQDktoaIe,Take Me Home,GOSH
0.731,0.16,159.926,0.0413,0.0137,0.0,4,0.545,0,222560,-5.619,0.783,1,spotify:track:334RWVIzdPEIpX1jL3mymZ,Calling on Love,Adrian Chalifour
0.828,0.139,99.002,0.068,0.0886,1.21e-05,4,0.649,8,204312,-5.72,0.785,0,spotify:track:4Sc2zWi82nA1kATrG3mX5r,Get Up,Future Thieves
0.641,0.109,162.027,0.115,0.239,3.98e-05,4,0.493,1,259913,-5.469,0.762,1,spotify:track:6KPTjxZWsBTixEvyXMKNaR,Peace of Mind,Juice
0.481,0.0945,144.562,0.0274,0.196,0.0329,4,0.432,6,232573,-9.18,0.492,0,spotify:track:5M2MKjqD3N354s9fKFWzi4,David,NIGHT FLIGHT
0.408,0.109,109.946,0.0346,0.848,8.4e-05,4,0.67,7,200133,-14.653,0.693,1,spotify:track:34v1NtHTE8i9OFftsGBMGo,The Open Road,Hollow Coves
0.555,0.0946,125.984,0.0328,0.0174,0.0203,4,0.62,6,161982,-9.063,0.668,1,spotify:track:0eZ2qLPCADZlLyIJd7bBXD,No Such Thing (As Getting Over You),Michael Barrow & the Tourists
0.293,0.122,104.691,0.0368,0.792,0.000174,4,0.373,0,204018,-12.794,0.249,0,spotify:track:4FdZw6BbWYPHmd9VTgIMoU,Another Way Around,Luca Fogale
0.732,0.124,153.97,0.0496,0.176,0.000131,4,0.61,2,205579,-9.529,0.807,1,spotify:track:1NWcUXTRigGwMubxPdAGl1,Live Forever,Mike Mains & The Branches
0.372,0.0492,109.994,0.0268,0.539,0.00145,4,0.517,0,378000,-9.748,0.0936,1,spotify:track:6Im5d6DurcUOt5l2DrJrTL,Hold It All Together,CHPTRS
0.156,0.0999,139.899,0.0371,0.936,3.3e-06,4,0.407,10,214436,-14.072,0.359,1,spotify:track:7kMTNvUwt8mWLLEC6eFQkk,Evening Light,Plàsi
0.105,0.124,96.343,0.0366,0.953,0.952,3,0.161,0,159910,-19.952,0.0548,1,spotify:track:6BJXV2SOKo0zAXUByLGvXe,Tenderness,Movediz
0.212,0.119,94.741,0.038,0.88,0.00553,4,0.613,0,231587,-14.31,0.157,0,spotify:track:2KtvPGe3KGRkI7WoCKGcv8,Blonde Sun,Angus Maude
0.209,0.113,89.909,0.0265,0.741,0.00194,4,0.455,6,224996,-12.15,0.109,0,spotify:track:6ynqpQIQ1kGtJILbxnCIQ8,Tourist,Axel Flóvent
0.312,0.371,134.13,0.041,0.884,0.001,4,0.327,0,244001,-14.615,0.341,1,spotify:track:08xNp1Tqou3akXEOkCsN9z,Moth,Kitt Philippa
0.371,0.203,89.001,0.0296,0.472,8.83e-06,4,0.557,11,216213,-9.92,0.452,1,spotify:track:6Ngs7aL1wWsgbPYVXRxZux,It’s Alright,The Hollow Men
0.148,0.0879,142.457,0.0402,0.96,0.000303,4,0.609,4,105422,-11.188,0.402,1,spotify:track:5VNs9uQNCdGyw46LJeqYYI,Call the Nightingale,Vian Izak
0.187,0.0697,74.903,0.0322,0.95,0.00103,4,0.375,7,167200,-13.034,0.135,1,spotify:track:33C74gVLpOFsEPILZEMrqj,Out Here,Boundary Run
0.219,0.129,117.993,0.0359,0.918,0.0,4,0.702,8,327246,-11.41,0.249,0,spotify:track:4KxhTq30PIb0t5OsxFaHPa,Swim - Acoustic,Joe Hicks
0.194,0.0938,96.872,0.0414,0.934,0.0215,4,0.544,1,264555,-17.312,0.312,1,spotify:track:3H5cTDmtB586AtXXnUwYrj,Pinpoint,Hayfitz
0.494,0.0969,101.992,0.0354,0.532,0.105,4,0.438,6,272933,-10.847,0.138,1,spotify:track:6SVOUEoMfvYa54wQTtiswQ,Beneath Your Wings,Ben Noble
0.435,0.0931,101.127,0.0289,0.786,0.917,4,0.467,4,170687,-14.117,0.226,1,spotify:track:74vy64wrgIzNuOTrVTCyBt,A Starry Night,David Grumel
0.194,0.0902,143.931,0.0295,0.91,0.883,4,0.496,6,233093,-21.42,0.143,1,spotify:track:4kfmf5nyNpHEl2fdH0pMgL,The Shining Mountain,Hanging Valleys
0.133,0.111,73.501,0.0447,0.955,1.56e-05,1,0.347,3,231625,-11.305,0.151,1,spotify:track:7FgNx4FEezxat2adI9zE8t,Nobody Knows,Kimberly Knighton
0.41,0.261,158.004,0.0358,0.523,0.107,4,0.515,10,222891,-13.05,0.128,1,spotify:track:6gBPPMR9lrzlLGXuptaGeU,This is Where it Ends,Richard Walters
0.155,0.0593,139.991,0.0325,0.949,0.967,4,0.245,2,173400,-18.322,0.0355,1,spotify:track:3mXubLNYHySvjm4qjwM0H3,Trace,Roary
0.424,0.106,149.941,0.0399,0.322,0.0,4,0.558,1,179200,-9.542,0.397,1,spotify:track:7GNvm2eN2sgD1rujyVC4QG,High Water,Tim Schou
0.314,0.137,152.113,0.0668,0.875,0.0,4,0.649,9,216720,-8.621,0.689,1,spotify:track:7sp9F1hH7TlRN8bY9ejueK,So I Don't Let Me Down,Clinton Kane
0.724,0.112,145.024,0.0283,0.0243,0.052,3,0.531,8,202478,-7.341,0.29,1,spotify:track:02bTIMbUm8Zgt0cVAiexE4,This Is Our Time,WILD
0.552,0.0684,86.018,0.0295,0.131,0.0146,4,0.569,1,260227,-10.233,0.581,1,spotify:track:66V3vPoMmWGLyB1Q5vESZy,The Loudest Voice - Director's Cut,Stu Larsen
0.67,0.106,120.954,0.0349,0.713,1.63e-05,4,0.76,8,231269,-6.285,0.739,1,spotify:track:7t5uiTZNaSrQpTvs7fonmK,Talking to Myself,Gatlin
0.314,0.111,142.951,0.0292,0.887,0.00166,4,0.454,4,251872,-11.278,0.203,1,spotify:track:0yPm9Wg6qcTwLZIXweNGpA,Quiver,Lonas
0.83,0.652,122.01,0.0329,0.107,0.000191,4,0.701,0,187906,-4.843,0.881,1,spotify:track:4qLRcCODbFYA0K9X2A3vP4,Tomorrow,Dawson Hollow
0.446,0.125,118.095,0.0436,0.235,0.0,4,0.763,7,194904,-10.691,0.592,1,spotify:track:4FlcvIvXpGhviBwgZFyaw4,Headstrong,Fintan
0.271,0.1,169.941,0.0326,0.946,1.44e-05,3,0.408,9,214235,-11.555,0.144,1,spotify:track:5qcsOhX8TwxcuxLp9FiBmA,I Don't Mind,Common Jack
0.392,0.128,82.454,0.0285,0.767,0.00169,3,0.615,1,190504,-12.217,0.656,1,spotify:track:2I2kYxs8rLTHOf1x39C2a9,Home,Unknown Neighbour
0.4,0.107,80.99,0.0236,0.0981,0.000563,4,0.515,0,190543,-9.473,0.269,1,spotify:track:0jjPJk2Z4WSDUXcEcKrYyq,Shadow,DANIEL SAINT BLACK
0.717,0.303,109.925,0.0257,0.00159,1.23e-06,4,0.563,8,180492,-6.112,0.332,1,spotify:track:3LwO1fpox6dcO9CPkjk6uJ,Hurts Like Real Love,Cattle & Cane
0.567,0.383,102.03,0.0277,0.681,3.19e-06,4,0.589,0,168708,-7.448,0.185,0,spotify:track:01d2Ay8Y5B7CtvcGvuZL1E,Slow,Scott & Young
0.357,0.194,113.91,0.0402,0.465,0.0,4,0.719,9,172770,-9.012,0.366,1,spotify:track:7ztCUp69aaEX46DfDgbjJe,Madrugada,Oscar Blue
0.263,0.0954,70.021,0.0457,0.645,2.57e-06,4,0.633,4,185774,-11.683,0.176,1,spotify:track:2iDw4peSZz0vvrszkY01qm,Northern Slang / This Time,Sam Brockington
0.594,0.116,91.984,0.0413,0.775,0.235,4,0.683,5,147893,-9.771,0.686,1,spotify:track:01VEjOdYUIUnxuLmBld6V6,Endless Skies,Michael Dunstan
0.833,0.164,128.052,0.0327,0.0254,0.0613,4,0.642,0,236947,-7.422,0.932,1,spotify:track:44gZ57NX2TUmX71NNG9tW5,Worth the Wait,ØZWALD
0.356,0.104,80.981,0.0384,0.472,0.000222,4,0.649,7,222807,-13.32,0.36,1,spotify:track:2CXuMfQ91FU2G9iP9AmG47,Foreign Kiss,Archie Faulks
0.38,0.102,109.095,0.0276,0.904,0.0429,4,0.412,10,185370,-8.669,0.0998,1,spotify:track:1XMByMxeLd14CYaFMguNck,Sunset Eyes,Nathan Colberg
0.408,0.123,110.905,0.0336,0.54,0.000294,4,0.591,10,191032,-9.684,0.156,0,spotify:track:5oVqJSp754XyPKRQv4GOp5,You,Emma Charles
0.436,0.138,79.888,0.0356,0.684,0.202,4,0.588,5,198890,-11.006,0.307,1,spotify:track:3Rd5n7jgmCKKtjZ7dYquP0,Now We Know,Jenny Kern
0.32,0.276,114.893,0.0284,0.802,2.53e-06,4,0.697,7,181733,-9.944,0.54,1,spotify:track:4Cnf2LxvYYdEfn1mtewVZe,From Here to the Moon,Eric Pedigo
0.559,0.138,98.017,0.0444,0.71,0.644,4,0.549,11,235422,-11.344,0.214,0,spotify:track:70wZl3ABhJ15qAnK6o0zip,Send Somebody,Ian Randall Thornton
0.434,0.0643,89.625,0.0326,0.167,1.25e-05,4,0.296,2,204757,-10.766,0.0378,1,spotify:track:0ddatWpyYCpW0Eo7W3oRBH,Wild World,James Walker
0.53,0.112,120.46,0.0331,0.447,0.00305,4,0.608,4,263027,-9.164,0.198,1,spotify:track:7BVBwIwVypLFT9fsZTfbFG,Orcombe Point,Long For The Coast
0.325,0.104,121.226,0.0277,0.434,0.000211,3,0.696,6,201039,-9.911,0.36,0,spotify:track:0KvyfMNdeVoxxW3VSjcFOd,Waiting on You,Max Elliott
0.353,0.103,116.005,0.0322,0.672,0.169,4,0.576,3,273053,-12.81,0.184,1,spotify:track:6qatfmw3yJ86WMuD6LRVFf,Something More,Joshua Hyslop
0.497,0.11,132.017,0.0299,0.118,1.44e-05,4,0.582,11,255200,-6.353,0.158,0,spotify:track:762YYAuMrzCcJF4Ji3fp3U,Love Won't Let Me Leave,Seafret
0.631,0.0503,119.992,0.0397,0.0778,0.000322,4,0.892,2,186186,-5.746,0.765,1,spotify:track:300NIYFRdKomjSZdpctYpA,Attention Addict,Kahone Concept
0.637,0.522,114.01,0.0327,0.0974,0.0108,4,0.688,7,208480,-6.958,0.251,0,spotify:track:3Ax04LgscoLTqvJLUs8Nbm,Broken Glass,Nightseason
0.671,0.117,122.95,0.0745,0.623,0.0,4,0.361,2,207867,-7.002,0.307,1,spotify:track:7jz7RSWyPbK2eUyJqFs3g2,Black and Blue,November Lights
0.522,0.108,119.966,0.0304,0.156,9.1e-06,4,0.503,4,208013,-8.45,0.684,1,spotify:track:2FwUGQ24ZyxEXvf12miH4O,Sunny Someday,Reuben Fillies
0.742,0.133,158.043,0.0658,0.186,0.0281,4,0.499,1,224444,-9.213,0.581,1,spotify:track:6CHM7HKQybKn7iFDtuMPUr,Let You Down,Jacob Jeffries
0.439,0.0814,74.48,0.0317,0.787,0.0603,4,0.372,1,284200,-8.664,0.0554,1,spotify:track:6fMblmj6nbvXLqQxn56tLF,Cousin,Kim Janssen
0.549,0.149,141.269,0.0309,0.13,0.00258,4,0.478,0,210938,-7.5,0.51,1,spotify:track:724IT9t1CN8oxJozoDeh3t,Atlantis,Kinn
0.213,0.129,99.948,0.0378,0.796,0.000173,4,0.69,5,199784,-20.787,0.0395,0,spotify:track:6ZNGt3CIPjBZ2otBl7kM5H,Losing Track,Jodie Nicholson
0.722,0.0912,151.921,0.0512,0.383,0.00213,4,0.61,6,238250,-8.164,0.577,1,spotify:track:1hWpPMCCc1U6UI88RebPaA,Telephone,Scott Ruth
0.673,0.111,136.967,0.0615,0.0831,0.00644,4,0.626,7,215173,-7.657,0.6,1,spotify:track:2Mn3roDwFQ3iYsz3cf7ZQr,Just Relax,Florence Rose
0.687,0.185,120.013,0.0292,0.652,0.298,4,0.751,6,207265,-5.665,0.957,0,spotify:track:33NRNnj8sk08pRciXrY6eB,Noel in the Garden,Altadore
0.467,0.048,113.987,0.0292,0.435,0.00707,4,0.636,2,192911,-8.939,0.389,1,spotify:track:0pbJXYfCTgI4iPW3ueG2oC,I'm Sorry,Kid Animal
0.721,0.116,124.874,0.0352,0.042,0.0134,4,0.521,2,216080,-6.23,0.639,1,spotify:track:0mul18n6rSnGqA4J8DYGkG,Keep It,The Still Tide
0.496,0.101,117.014,0.03,0.019,0.0665,4,0.663,9,239246,-9.403,0.404,1,spotify:track:55H1TrlBfEZc5Udw9SEsue,22,Ethansroom
0.512,0.113,117.976,0.0493,0.552,0.839,4,0.856,0,215587,-10.899,0.448,1,spotify:track:1fjxNE8vvG9lAusZceGGO6,Happen,Goodnight Goodbye
0.633,0.102,104.992,0.0344,0.0584,3.88e-05,4,0.748,6,204857,-5.26,0.553,1,spotify:track:4tlrWDNSnI3NJcNmXYovBs,Foul Mouth,Take Lead
0.754,0.0667,120.045,0.0376,0.0683,0.000631,4,0.635,9,225494,-7.786,0.526,0,spotify:track:7kdjUMmW5aAA2qJMLCuKfj,Reflections,Lost Beach
0.528,0.085,120.007,0.0313,0.261,0.00065,4,0.638,6,305533,-9.457,0.327,1,spotify:track:6DLUzCqKk5shJOItUmCDox,This Door Remains Closed,The Pressure Kids 
0.743,0.103,171.907,0.0289,0.0106,0.000161,4,0.472,7,205507,-7.521,0.738,1,spotify:track:0m7SCouZhJp4fRsY5QrVNg,Best Friend,The Dardi Shades
0.631,0.0906,115.988,0.0313,0.0161,0.0106,4,0.448,7,256720,-7.1,0.3,1,spotify:track:6f1k4ImutbNQCcWbGNpivN,Everglades,Marigolds
0.466,0.075,88.515,0.041,0.244,0.646,4,0.556,11,339534,-12.654,0.326,1,spotify:track:4q4h2C93TPPUr6KEm6IQBG,You're Okay,brodyn
0.612,0.0868,125.99,0.0298,0.142,0.0,4,0.514,4,185005,-5.981,0.342,1,spotify:track:1b3nlcP6hogIzYRVK2Ui7K,Wherever You Are,Kodaline
0.232,0.154,104.835,0.0349,0.838,5.87e-05,4,0.595,4,227054,-9.794,0.328,1,spotify:track:15o2hr84Zlysbt7BybUv7o,In Love With Your Soul,The Collection
0.277,0.0968,124.343,0.029,0.86,0.0,4,0.556,8,209400,-6.531,0.0945,1,spotify:track:5HOXvFS7EUFfnZ6tiwxnpS,Love Is Fire - Acoustic,Freya Ridings
0.423,0.101,80.063,0.0285,0.364,0.0975,4,0.509,11,191933,-15.506,0.446,1,spotify:track:7mPtXoZqVIRHSWjWzca85k,Heartbeat,SAILR
0.402,0.107,121.992,0.032,0.926,0.0245,4,0.72,11,172445,-12.515,0.556,1,spotify:track:6ExMOLt6pyWwxL4vVYA7WD,Go Careful,Twin Tacoma
0.482,0.487,80.071,0.318,0.422,0.0,4,0.534,0,217875,-7.294,0.487,1,spotify:track:2NBvpuCSER8I1yQSExGuyz,Sunday Afternoon,East Love
0.235,0.108,147.967,0.03,0.807,2.3e-05,4,0.605,6,236942,-13.523,0.247,1,spotify:track:02qNuJn95SSL2LT4TCgL4c,I Remember,Patrick James
0.431,0.128,140.809,0.0312,0.536,0.0108,4,0.752,2,192340,-9.719,0.426,1,spotify:track:2XMQVAiXcqawEaXspScvwB,Someday,Ed Whicher
0.177,0.127,80.033,0.0326,0.643,1.32e-06,4,0.56,7,191693,-9.143,0.332,1,spotify:track:0d4IVed4YOxXWMccb59Hs3,My Wildest Dreams,Ron Pope
0.472,0.325,131.879,0.0306,0.337,0.0,4,0.56,9,230000,-10.843,0.206,1,spotify:track:4kuTP39kF69q5hO6pBjLgj,Far Away,Saintway
0.364,0.298,107.508,0.0323,0.491,0.000159,4,0.522,9,202441,-11.241,0.107,1,spotify:track:5iXi2VFCrek2PnfrfbVnXB,I'm Still Here,Femke
0.457,0.0992,125.939,0.0314,0.0368,0.0142,4,0.555,3,217000,-9.438,0.107,1,spotify:track:1peoJEc3CCzHOOg9Btu5c2,Morning Light,Jesse Taylor
0.187,0.102,75.368,0.0337,0.925,0.00297,4,0.602,6,192040,-14.372,0.329,1,spotify:track:07jIyXtVqrG3b1oF94AXRC,Something New,Ben Strawn
0.304,0.0949,109.347,0.0332,0.851,9.26e-05,4,0.435,3,295000,-12.765,0.137,1,spotify:track:1yy94Z121j9bc9vJuhU6Gf,Dance Again,Jason Piquette
0.233,0.109,69.462,0.0546,0.828,0.547,4,0.416,2,309494,-15.143,0.149,1,spotify:track:5JExEzPhJuikEyjKFOn6ZH,Eyes Up,The Ateliers
0.649,0.125,105.028,0.028,0.818,0.00906,4,0.644,3,201453,-9.627,0.633,1,spotify:track:20v1FQT4HIrHpUQlwlWNeb,Smoulder or Ignite,Michael Dunstan
0.387,0.0918,120.025,0.0304,0.444,0.546,4,0.51,10,245500,-16.706,0.498,1,spotify:track:3sqBRyeKcLuL0tK4mAeuFh,Oceans,Christina Cavazos
0.117,0.113,129.621,0.0326,0.893,0.0521,4,0.633,11,236016,-20.961,0.332,1,spotify:track:5hwq0xCenue4pn8BbDgH4f,Window Shades,Sorrel
0.176,0.0954,101.455,0.0297,0.805,0.0,4,0.389,5,237273,-13.299,0.12,1,spotify:track:5KYUs4sU3AJSE3KSl6uZvE,One Day,Nate Waite
0.183,0.113,137.662,0.037,0.907,3.76e-05,3,0.481,3,215454,-13.043,0.226,1,spotify:track:5uXxxQWYbXNuBgSfclHZN2,Lay You Down,Klanjan
0.238,0.0968,76.999,0.0298,0.829,1.74e-05,4,0.553,2,241000,-14.597,0.213,1,spotify:track:21Ls38iby02PtlwpHoDf62,Ringmore Rise,Stables
0.167,0.119,129.369,0.0503,0.831,0.0,4,0.496,9,259627,-14.135,0.321,1,spotify:track:4fJnRskdHmKbOdIoZj4m8c,Nothing (Acoustic),Noah Derksen
0.201,0.102,126.983,0.032,0.807,0.00115,4,0.647,3,201311,-16.31,0.153,1,spotify:track:4IQOnmz8oN6JUN6mPcUG4M,I Must've Missed That Part,Betsy Phillips
0.328,0.0966,119.948,0.028,0.624,0.0039,3,0.592,10,301000,-9.075,0.186,1,spotify:track:3dRLsFI7dteI7R4HWFy6BR,Fall into You,Drew Elliott
0.202,0.111,91.926,0.0336,0.892,0.876,4,0.528,0,191821,-21.636,0.0559,0,spotify:track:5vrNwRMvwpY4eP7yxysOV6,Ghosts,Rhineland
0.468,0.0919,76.084,0.0294,0.57,0.335,1,0.368,6,220733,-10.615,0.167,1,spotify:track:4ZdC1fqyG5hCBFmbZ4Gz7P,Fire & Stone,Voyageur
0.573,0.126,144.097,0.0451,0.628,0.0,4,0.579,8,195680,-10.018,0.368,0,spotify:track:4ldpTCx47OfKJSoz1Y8pef,Breathe It In,Garrett Kato
0.767,0.171,144.032,0.0366,0.0215,0.0,4,0.492,9,232572,-7.103,0.447,1,spotify:track:66ZMs855jUz4PnSqIoHo45,FOLLOW,Simple Fiction
0.437,0.144,94.008,0.0326,0.786,0.00335,4,0.586,4,205287,-12.673,0.2,1,spotify:track:23GmSpYkMks0ulGGr9hYsF,Be Slow,Harrison Storm
0.379,0.155,140.206,0.031,0.683,0.000676,4,0.561,10,227010,-10.915,0.215,0,spotify:track:1cVzPikyQLpB39i5Gn6Ftv,Driving Hours,Axel Flóvent
0.245,0.114,126.219,0.0402,0.841,0.0,4,0.654,0,171840,-11.063,0.298,1,spotify:track:0N8Azxk92AlKQ0BKXzIg4N,Deep,Micah & Julia
0.414,0.111,76.393,0.037,0.222,1.22e-06,4,0.271,2,273834,-11.683,0.22,1,spotify:track:30MN8hCDvQvGx5PMS5mbBo,Gold,Archie Faulks
0.365,0.0403,123.986,0.0537,0.52,0.0,4,0.58,0,194059,-10.531,0.401,1,spotify:track:5IaSoXueJ7J4wmlBw4lXIp,Tiramisu,All Faces
0.351,0.191,87.988,0.0276,0.827,0.00837,4,0.766,0,201883,-7.711,0.583,1,spotify:track:0EP3yjbjHdbUL1miyNlgys,New York,Jake Isaac
0.224,0.0938,140.036,0.0287,0.854,0.0104,4,0.509,9,214587,-13.569,0.112,1,spotify:track:77hDDSmaePR1v5UoZnNnSv,Phantom,The Satellite Station
0.326,0.108,139.739,0.0285,0.944,0.073,4,0.402,5,219320,-10.846,0.219,1,spotify:track:5DCS2R4P4udgA2St0fPhvS,Iridesce,Hailaker
0.634,0.159,111.927,0.0244,0.235,3.56e-06,4,0.714,9,223509,-8.952,0.841,1,spotify:track:24QgKT1RuF9JazcwratR2h,Quiet Talkers,Ken Yates
0.563,0.122,131.005,0.0327,0.743,2.67e-06,4,0.681,0,252300,-9.853,0.49,1,spotify:track:4Cxt502e4ww2Aeg0HhNQfq,Heart Is Ready,Josh Lee Hamilton
0.378,0.116,137.008,0.0445,0.765,0.00879,4,0.738,1,198130,-10.984,0.389,1,spotify:track:4Vu5KroJIGaXIdCiNVeb3J,Halo,Meadowlark
0.622,0.903,107.014,0.0273,0.213,0.0,4,0.576,7,230992,-8.317,0.781,1,spotify:track:0fmJbHAeILKR72hw2YX5UJ,Window Pain,Dawson Hollow
0.387,0.104,114.03,0.0441,0.88,0.382,4,0.756,3,233412,-13.754,0.74,1,spotify:track:5ljpu88OXraxsIxzv8iaT8,Don't Give Up,Foreign Fields
0.638,0.108,128.0,0.0283,0.642,0.0898,4,0.611,7,236932,-7.241,0.709,1,spotify:track:7Cf1xEMl6Lz8IOIsQQDpgq,Lay in the Sun,Michael Dunstan
0.564,0.0827,112.044,0.0352,0.0406,0.00175,4,0.618,9,257000,-7.488,0.264,1,spotify:track:13792W78X02muCcQkfVHYs,My Everyday,Volunteer
0.37,0.0994,112.106,0.0332,0.213,0.0,4,0.727,9,216601,-8.507,0.284,1,spotify:track:5ViVewDWk4qSmVjcfrJl2q,Good for You,Alana Wilkinson
0.457,0.111,153.75,0.0297,0.836,1.95e-05,4,0.534,10,215600,-7.62,0.348,1,spotify:track:6YLBUgZpIF63uWEBiefYo4,Memphis,LULLANAS
0.56,0.104,145.117,0.0929,0.475,0.0131,4,0.753,10,230393,-8.455,0.667,0,spotify:track:75Krrytwn536jt21lI1SRz,Shiver & Shake,The Lost Hours
0.794,0.136,156.975,0.0309,0.121,0.000292,4,0.589,9,192376,-7.495,0.932,1,spotify:track:02QFTKi3OTmBRJQ5IkeUlD,Sidetrack,Hazey Jane
0.584,0.129,146.014,0.0463,0.0347,6.97e-06,4,0.609,5,201118,-7.543,0.514,0,spotify:track:5zxnFJxPSNhgQCte1ThEaX,Animal,Alex Gibson
0.562,0.106,138.024,0.0315,0.274,8.16e-06,4,0.721,7,223240,-8.381,0.486,1,spotify:track:0wFLwPUEQaYu0olpT6Bt6Q,Love Letters,Rob Drabkin
0.625,0.168,78.026,0.0329,0.209,0.0,4,0.578,1,192411,-6.942,0.486,1,spotify:track:6HTaxzMf2B5sDxYAgxIUTS,All I Want,Hugo Valentine
0.38,0.0864,73.89,0.0315,0.344,0.0,3,0.219,7,195320,-8.447,0.183,1,spotify:track:2or4pf0Wi8hITJwUfZvXxX,Daydream (Chapter 7),Alex Aller
0.254,0.0992,80.023,0.0309,0.534,0.000787,4,0.584,0,206827,-15.247,0.145,1,spotify:track:7GJl0CjiRqGsWt8qvKNZeC,Come Find Me,Jake Fine
0.468,0.112,78.975,0.0325,0.361,0.0175,4,0.358,11,339114,-12.335,0.193,1,spotify:track:0sivxh96WSPLtV1VrLE8m1,Grace,Ben Harris
0.902,0.45,189.662,0.0487,0.0109,0.0,4,0.351,2,199000,-3.874,0.588,1,spotify:track:6oxS5DwSLL4ZnzPADSKmJz,Can't Take the Ocean out of Me,Billy Otto
0.743,0.183,144.059,0.0654,0.001,1.44e-06,4,0.438,8,207563,-5.548,0.533,1,spotify:track:5RGSxEKE4vzRhWBEypPVvU,Home Is Where the Heart Is,Paris Youth Foundation
0.897,0.0842,183.883,0.0916,0.00388,0.0,4,0.444,9,182796,-4.83,0.335,0,spotify:track:0xnRyFJFnljL7d69930MCO,ALL MY FRIENDS,The Griswolds
0.76,0.0677,139.987,0.0444,0.000366,0.00405,4,0.447,3,267936,-11.153,0.639,1,spotify:track:3by7QSrwJPOnnJJMqRXprz,Talk Talk Talk,NICE.
0.592,0.14,89.994,0.0261,0.00434,0.00133,4,0.61,11,236520,-10.163,0.122,1,spotify:track:1HqhXDvZstSm4zqxr6ac5w,Not to Need You,Dancing On Tables
0.732,0.25,118.083,0.0536,0.00119,5.4e-05,4,0.488,5,197807,-6.009,0.168,1,spotify:track:3UB8LxfF8iB9n6ykqAf2qJ,Can I Stay Here Forever (pt. II),Marsicans
0.844,0.151,147.999,0.0464,0.000768,0.00877,4,0.576,7,200610,-4.89,0.754,1,spotify:track:4nCXLvDjxOGXC4umQi53Ni,Fast Chunk,Sorrey
0.474,0.0992,109.969,0.0292,0.00653,0.147,4,0.488,0,196162,-8.195,0.224,1,spotify:track:0tkEl4mK1EB1jd678lPOF3,Finish Line,Rowan
0.891,0.0918,165.108,0.0526,0.0035,0.00197,4,0.372,4,272021,-6.095,0.322,1,spotify:track:52NQGY2TYTTxBXWnxRDVrb,Colors of Consciousness,The Spring
0.569,0.147,93.989,0.0688,0.697,7.04e-05,4,0.667,8,235000,-10.237,0.388,1,spotify:track:0IqrIElSO8POsZSO42arFO,Around the Corner,Mike Mains & The Branches
0.29,0.117,76.18,0.117,0.0716,0.00676,4,0.39,2,150559,-11.279,0.425,1,spotify:track:64sFxmpJGCMBHXMylNBeTr,What Is It For?,Michael Barrow & the Tourists
0.755,0.0993,140.006,0.0338,0.0914,0.0137,3,0.53,8,154587,-6.666,0.466,1,spotify:track:5BdvrYYB86Xhc79ZcgT5f2,Thinkin on a Mem,daphne tunes
0.571,0.18,127.872,0.0431,0.316,0.00274,4,0.483,5,330630,-7.09,0.333,1,spotify:track:0US7M5Cc4HToQXy99z92SV,Sunset Chaser,Ragamuffs
0.85,0.0523,110.014,0.0287,0.00343,0.000256,4,0.6,6,240976,-4.937,0.765,1,spotify:track:3Ix03ZnA2j4a96xxYiXndZ,"There, I Said It",DENIO
0.962,0.115,140.038,0.093,0.00282,6.26e-06,4,0.418,1,225750,-2.664,0.446,1,spotify:track:2HJyi3MFqmJ0H9mHmqukb9,Love in Abundance,The Graeme Watkins Project
0.842,0.121,108.007,0.0349,0.00931,0.0,4,0.531,9,239528,-5.162,0.105,1,spotify:track:5GNRIvpJUQ7utUfW2CNK01,Simple Drive,Telegraph
0.657,0.109,154.061,0.0334,0.0085,0.00287,4,0.46,10,229320,-6.224,0.431,1,spotify:track:62pTmXROAlcjRU5NOHc3Qb,One Good Try,John Tibbs
0.737,0.271,127.966,0.0309,0.00613,5.48e-05,4,0.546,6,245107,-5.896,0.493,0,spotify:track:3s6jpwCvKmIsiCuXj1zV9c,Signs,Arson Daily
0.776,0.108,119.989,0.0324,0.00176,0.00488,4,0.708,1,212353,-8.633,0.969,0,spotify:track:7iQMnGN1dUeX6U5IVrq6qI,Rewind,Blame It On Leo
0.708,0.13,99.986,0.0266,0.0656,0.00719,4,0.717,0,240040,-6.706,0.805,1,spotify:track:0QBBY9THfL5JjzSXynfnzG,Loosen Up,Loneborn
0.916,0.111,169.01,0.0532,0.000465,7.93e-05,4,0.503,7,235227,-5.072,0.553,0,spotify:track:25UcM4lOqBTLgA8lLxAcd1,What Do I Mean to You,RORRE
0.706,0.202,148.968,0.0354,0.263,0.0151,4,0.524,4,260621,-10.53,0.454,1,spotify:track:07h46ZmuBm1xvRG8g98dMZ,Midnight,Sam Nichol
0.91,0.234,146.013,0.0929,0.000912,0.0194,4,0.346,1,207392,-6.033,0.357,0,spotify:track:04xdEziBI6zIt4pWDjn1Rd,Sleeping Rough,Polar States
