energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,uri,name,artist
0.744,0.0961,175.642,0.0322,0.00106,1.06e-06,4,0.346,2,179117,-5.622,0.382,1,spotify:track:3by1RwAsoZ6nNoMOCy11LM,Superpoderes,Leiva
0.686,0.0975,135.97,0.0359,0.263,0.0,4,0.531,10,244767,-6.309,0.316,1,spotify:track:5Wcz0MyZQa7tgPu62WMqzl,Héroes del Sábado,La Maravillosa Orquesta del Alcohol
0.737,0.096,90.987,0.0385,0.00885,0.0,4,0.663,8,232747,-6.296,0.79,1,spotify:track:4dqR44eVmK4S9gbJPcxQWW,Para Que el Mundo lo Vea,Arnau Griso
0.574,0.109,126.976,0.0404,0.739,0.0,4,0.687,5,184250,-6.249,0.251,1,spotify:track:3IqlVU6AunWVMcGmfgiDLF,Sirenas,Taburete
0.235,0.095,103.87,0.038,0.933,0.0,4,0.47,5,239240,-7.298,0.134,1,spotify:track:1UDToCUvhfhYrTFxA1Xi4w,Jueves,La Oreja de Van Gogh
0.449,0.0981,81.964,0.032,0.538,0.0,4,0.548,11,284613,-8.573,0.515,1,spotify:track:3fG8SdfAg4wuHm2PJz6zPo,Esa Chica,La Oreja de Van Gogh
0.832,0.204,92.452,0.0333,0.29,0.0,4,0.568,4,259720,-3.358,0.48,1,spotify:track:1gkBsKxTpVHIn1nLf05CUo,Peter Pan,El Canto Del Loco
0.603,0.448,124.978,0.0349,0.0465,0.0,4,0.642,1,204560,-3.794,0.493,1,spotify:track:3Th2of8xIYyImVLXUbzaTp,Tenia Tanto Que Darte,Nena Daconte
0.754,0.0967,149.946,0.138,0.0452,0.0,4,0.78,2,199960,-7.785,0.558,1,spotify:track:2wvmkXG4foIJ2xUiwLhBjA,Moving,Macaco
0.826,0.0813,99.997,0.042,0.238,0.0,4,0.698,10,202147,-5.039,0.91,1,spotify:track:2kZJ5wrpq1gCdHmVEjahoH,Pan y mantequilla,Efecto Pasillo
0.911,0.36,98.995,0.0405,0.015,0.0,4,0.652,1,223680,-3.764,0.774,0,spotify:track:2xUl8Bp6eLddk5mdv8I2Wo,Cuando me siento bien,Efecto Pasillo
0.8,0.185,101.996,0.0364,0.0119,4.3e-06,4,0.63,6,224280,-5.486,0.905,0,spotify:track:01XfZZz4TAYbSDIIWdawzT,"No Pide Tanto, Idiota",Maldita Nerea
0.888,0.162,130.97,0.0402,0.0705,0.0,4,0.617,4,240560,-4.567,0.771,1,spotify:track:7M6CFruBrM5x7u0lTMtm6r,Cómo Te Atreves,Morat
0.717,0.0622,154.176,0.0642,0.0235,0.0,4,0.54,5,280293,-6.316,0.801,0,spotify:track:2Eukc5LkoDOGFYxOJ38ZTX,Garabatos,Fito y Fitipaldis
0.717,0.132,134.184,0.0379,0.15,0.0,4,0.706,0,292240,-8.108,0.559,1,spotify:track:7djk6VYALvdcRqPJKq5xXx,Entre la espada y la pared,Fito y Fitipaldis
0.546,0.138,130.208,0.0284,0.123,1.86e-06,4,0.664,2,259213,-8.519,0.698,0,spotify:track:5i3sQpGGmy5hfiFUbgD4lj,Pájaros disecados,Fito y Fitipaldis
0.766,0.0656,89.996,0.0667,0.0648,0.000269,4,0.623,7,211800,-6.183,0.848,1,spotify:track:609yGKSSwUmlrxawuYibBL,Perdona Si Te Llamo Amor,Maldita Nerea
0.91,0.02,191.928,0.211,0.0299,0.0,4,0.589,2,146337,-3.68,0.89,1,spotify:track:1tmwswvJnwOIrskyCKVsgv,Todos los días sale el sol,Bongo Botrako
0.263,0.11,98.6,0.0855,0.875,0.0,4,0.512,9,190762,-10.421,0.359,1,spotify:track:5QAya5bSSiKlh1h4qeeq38,Guantanamera,Guitarricadelafuente
0.377,0.298,134.994,0.161,0.474,0.00367,4,0.917,2,162222,-5.132,0.398,1,spotify:track:6f4LYJwICqxoAILj82kwB0,Nunca Estoy,C. Tangana
0.509,0.108,91.311,0.0524,0.662,0.0,4,0.367,6,240533,-8.082,0.37,0,spotify:track:5xmS1dx2V6zNMBwWVAjBuV,Que Se Joda Todo Lo Demás,Alice Wonder
0.39,0.138,80.022,0.0316,0.773,6.37e-05,4,0.502,7,162767,-9.895,0.313,1,spotify:track:5xKyBL0NS79b6LXJ5DDfZk,Wasted On Me,Bertie Newman
0.812,0.215,175.932,0.033,0.397,0.905,4,0.53,7,170040,-9.155,0.52,1,spotify:track:0zvnMC0au1niDQJqNpqmZE,Sway,By The Coast
0.306,0.12,71.865,0.0305,0.809,1.43e-05,4,0.482,8,247213,-8.953,0.334,1,spotify:track:7dWLDKReL7vY1hLOOUZWtm,Maybe Go Dancing,The Satellite Station
0.338,0.0879,83.996,0.0394,0.488,0.0154,4,0.552,5,212857,-15.608,0.315,1,spotify:track:10XX8fO6GKCy30zz1GR3eb,Hold Onto Me,The Neighborly
0.811,0.0589,103.008,0.0723,0.489,0.0896,4,0.718,0,213542,-5.748,0.916,1,spotify:track:74aAxVREbl1Lk85UggacEk,Lonely,Mar Malade
0.576,0.303,76.065,0.04,0.364,0.0136,4,0.672,9,191895,-8.658,0.916,1,spotify:track:15dG2vmyIJ61n8bOvFnQ53,Coming out (Or Something Else Like That),Clammy Hands
0.806,0.102,105.888,0.0509,0.452,0.000145,4,0.528,7,258239,-5.839,0.139,1,spotify:track:2gH0qZA3qU9PuERhHRFhEr,Growing Pains,LORD & LAND
0.376,0.113,99.892,0.0264,0.687,0.00613,4,0.565,2,227400,-11.585,0.284,1,spotify:track:3rSY9DJhA9O3p9i0SinPv7,Wait On Me,Reed Pittman
0.336,0.0763,125.9,0.0304,0.36,0.76,4,0.612,1,212110,-11.939,0.305,1,spotify:track:3vF3pTxj687DLA9zItddNt,Little Moon,Tolan Shaw
0.526,0.103,103.04,0.0385,0.0918,0.000273,4,0.74,9,217830,-11.134,0.591,1,spotify:track:1iK6qeTWAVdbzHEqi7KtRj,Rent Free,Angus Kaftan
0.55,0.121,111.972,0.0272,0.0172,0.000616,4,0.674,0,236205,-7.356,0.589,1,spotify:track:2TiOVuilTCB9e7kLi3gvyk,Don't Love You Anymore,Edie Bens
0.394,0.271,112.01,0.0493,0.596,0.000599,4,0.752,11,186335,-11.693,0.723,1,spotify:track:5hDhwzjC9lcG4HUS7Be56w,Nobody Knows Me (Like You),Marti West
0.491,0.257,189.695,0.0822,0.524,2.97e-05,3,0.362,4,186947,-7.392,0.323,1,spotify:track:4P9byRqzW1Ez3qsBWfpkvj,ILY (I’m Losing You),Holden Miller
0.472,0.158,79.977,0.0352,0.59,3.19e-05,4,0.594,3,233585,-8.152,0.167,1,spotify:track:7BkDtUvo0g6iXMczVDBmr7,Conversations Alone,East Love
0.317,0.0969,126.977,0.0383,0.603,0.0,4,0.711,1,206954,-10.332,0.159,0,spotify:track:5d6fuKmMOdG5aQK6JjsTK4,falling,Amistat
0.335,0.0824,147.825,0.0447,0.876,0.0,4,0.551,9,194595,-11.422,0.576,1,spotify:track:3u0AJNCzSfus3RMCDwmkbK,Nobody Else,Dave Thomas Junior
0.571,0.118,130.069,0.0438,0.8,0.0,4,0.555,10,192133,-6.269,0.304,1,spotify:track:2bRNyQh32OGVHRS9DLiAKA,Right,Dylan Dunlap
0.376,0.123,149.714,0.0303,0.31,0.0228,3,0.217,9,319720,-10.879,0.104,1,spotify:track:1iD9ayg4LTm2xMFOtkm3O0,Shelter,Voyageur
0.404,0.0895,132.97,0.0256,0.24,0.000352,4,0.593,6,231507,-7.732,0.354,1,spotify:track:7nPF6i5kqtbV0qa3uiS5tt,Beelining,Lowswimmer
0.805,0.139,195.949,0.0576,0.569,0.0561,4,0.412,4,248787,-6.319,0.522,1,spotify:track:7ITF4QNaVYfzBCzhkXme2B,White Shadow,Beatenberg
0.53,0.0967,147.951,0.0886,0.444,0.0,4,0.598,4,193964,-8.691,0.355,1,spotify:track:5MJztiCG3Qn3GkrrEwI0Yz,August,Eliza Harrison Smith
0.328,0.269,119.95,0.0322,0.934,6e-06,4,0.557,3,214047,-8.281,0.179,1,spotify:track:7pYmWQo2hpNvvr7zRVQfKk,Growing up for You - stripped-down version,Sonja Midtune
0.286,0.0837,84.048,0.0322,0.889,0.000138,4,0.758,9,202483,-10.273,0.468,0,spotify:track:4lrcZnxiwt8yup9p1EL0SF,What If We Fall,Joel Ansett
0.374,0.151,124.966,0.032,0.392,7.86e-05,4,0.632,9,174293,-9.611,0.313,1,spotify:track:3cH7orNQpFSkAGhKXCPAA4,linen sheets,Braden Lam
0.45,0.304,107.022,0.0395,0.528,9.6e-06,4,0.707,1,229053,-11.392,0.538,0,spotify:track:6vCpxfPDkPq9Xuq8tvhiwI,Cheap Silver Lining,LULLANAS
0.466,0.106,107.038,0.0321,0.395,1.5e-06,4,0.645,1,197944,-11.221,0.149,1,spotify:track:0Kx9MaIqb1E5ITBbrKVSSs,Oceanside,Rod Coote
0.533,0.0886,103.97,0.029,0.063,0.00571,4,0.635,0,210000,-9.2,0.497,1,spotify:track:5zpNMEp1xbBsNzIM570Ber,Meet Me In The Middle,Hannah May
0.417,0.101,76.059,0.0354,0.581,4.22e-05,4,0.577,1,234676,-10.211,0.356,1,spotify:track:75XHJ2n2eBgaF2ZvvMCcGZ,Keep Me in the Light,Rob Drabkin
0.397,0.0966,129.041,0.0295,0.626,0.000214,4,0.633,8,218112,-8.651,0.581,1,spotify:track:7xfyrrACWv9zLx0Oiy44SF,Hangin’ Around,Tristan Bushman
0.46,0.149,119.995,0.0317,0.0582,0.00639,4,0.691,5,218173,-9.504,0.734,1,spotify:track:1t0k03T37lLIGo3THvV0hF,Thunder,Birdtalker
0.504,0.217,121.004,0.0411,0.47,0.0,4,0.655,8,234050,-7.132,0.167,1,spotify:track:5QTRfPyBlSD0VqwD246It4,Road Song,Zane Christopher
0.739,0.129,118.951,0.0326,0.0478,1.77e-06,4,0.726,0,209890,-6.921,0.436,1,spotify:track:62llR49ZCUNXSJ0uXvfbIn,Not Cool with It,Sobi
0.432,0.197,128.945,0.0419,0.444,5.87e-05,4,0.661,4,236328,-10.809,0.324,1,spotify:track:5l2UTD6kF814g23X4UU58S,Aquarium,Cactus Tree
0.506,0.207,116.982,0.0405,0.263,2.72e-06,4,0.767,11,168023,-7.246,0.383,0,spotify:track:1H7HCVRtj0O8vwU61ZRHMB,Ghost,L.i.E
0.409,0.107,103.006,0.0308,0.333,0.0208,4,0.68,1,194676,-8.503,0.283,1,spotify:track:1YsugnRhyaad935gZRkdsw,Helen Ann,Atomic Blonde
0.522,0.177,143.253,0.0339,0.792,0.0159,4,0.596,10,209221,-9.683,0.592,1,spotify:track:5UEGkgsYWfG3YATsXxObq0,The Signs,Mary Ella Hunt
0.413,0.0888,148.945,0.0268,0.924,0.000744,4,0.55,3,196145,-10.113,0.394,1,spotify:track:1KP6QE0Gf8Bmy9wGUiYjEn,Playing with Fire,Kiernan McMullan
0.488,0.0709,137.935,0.0875,0.816,0.000296,4,0.721,9,210600,-5.324,0.522,0,spotify:track:0wjkGB4cICc48iBCWbwr6t,No Words,meija
0.279,0.0915,119.982,0.0366,0.721,7.87e-06,4,0.636,10,251062,-13.674,0.382,1,spotify:track:6MLKgrzgG3D0oIvIF5Xsre,In Love with a Ghost,Yosef David
0.378,0.133,79.996,0.044,0.0283,0.000181,4,0.646,5,243826,-11.182,0.693,1,spotify:track:7jg7M9mdiooJ47yJIBtYyM,Rewind,David Francisco
0.194,0.099,135.939,0.0365,0.912,4.56e-06,4,0.583,9,227213,-14.572,0.191,1,spotify:track:5NiKEefHfXENHbcZkbYHWo,Wiser,Nomes
0.108,0.186,76.014,0.0302,0.85,4.79e-06,4,0.384,9,173425,-15.744,0.21,1,spotify:track:3CeUj7kD1w5m6YX175S68E,The Opposite,Hayley Reardon
0.362,0.115,129.505,0.0545,0.58,2.33e-05,4,0.418,3,256174,-11.732,0.192,1,spotify:track:671tojOpqxFkj7fdfLUL9a,Said,The Hollow Men
0.354,0.091,173.9,0.0359,0.63,0.000916,4,0.289,6,208000,-12.49,0.293,1,spotify:track:0ju4LUS90Wd7ppiVQoK05K,Two Worlds Apart,Francis Moon
0.293,0.0963,75.16,0.0333,0.943,0.000139,4,0.494,5,216547,-11.591,0.214,1,spotify:track:1lupNNlEec46jcBnQcQcnG,Slow,The Satellite Station
0.491,0.168,78.944,0.0395,0.212,0.0446,4,0.533,11,220136,-9.674,0.35,1,spotify:track:3eg68I8lkIAZFKZw8VJacY,College Kid,Children of Indigo
0.62,0.112,120.031,0.232,0.414,0.0192,4,0.798,8,164000,-7.079,0.235,0,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,The Business,Tiësto
0.734,0.326,184.051,0.176,0.33,0.0549,4,0.624,5,159130,-7.338,0.563,0,spotify:track:2ccERNgupCOr0XjIikHDKJ,Peaky Blinder,Otnicka
0.806,0.0703,124.927,0.0886,0.0209,0.0542,4,0.854,11,157890,-8.262,0.637,0,spotify:track:20on25jryn53hWghthWWW3,Do It To It,ACRAZE
0.953,0.0741,171.999,0.279,0.0268,0.0,4,0.712,10,150698,-4.214,0.568,0,spotify:track:4Sp67FXOht76w0G9rYcnVK,Astronaut in the Ocean,Ibrahim & Ømer
0.763,0.0901,117.953,0.0435,0.0301,2.23e-05,4,0.754,7,164819,-4.627,0.464,0,spotify:track:18asYwWugKjjsihZ0YvRxO,The Motto,Tiësto
0.602,0.177,115.011,0.295,0.0769,0.0247,4,0.901,2,135652,-6.74,0.195,1,spotify:track:4lcjKDEtOOqJQGNN1fjd8t,Day 'n' Night,Ibrahim & Ømer
0.833,0.0374,123.97,0.0478,0.018,0.00747,4,0.787,8,162604,-4.403,0.796,1,spotify:track:6Dy1jexKYriXAVG6evyUTJ,OUT OUT (feat. Charli XCX & Saweetie),Joel Corry
0.829,0.0909,101.985,0.178,0.00365,0.0177,4,0.748,7,174408,-7.06,0.265,1,spotify:track:1S1bkqImhTErVkifCITLUg,Blood,LIUFO
0.784,0.115,125.993,0.112,0.194,6.28e-06,4,0.669,7,150053,-5.603,0.517,1,spotify:track:5YaskwnGDZFDRipaqzbwQx,Your Love (9PM),ATB
0.951,0.565,100.479,0.299,0.00147,8.74e-05,4,0.681,1,120224,-4.775,0.37,1,spotify:track:0440pzZl3feyanuSuDoQNQ,MONTERO (Call Me by Your Name),Ibrahim & Ømer
0.659,0.13,124.946,0.0444,0.325,0.0,4,0.767,1,163208,-7.429,0.439,1,spotify:track:20McUFi8KCIVdNDLrkTDuZ,Goosebumps,HVME
0.76,0.306,100.969,0.0329,0.202,0.00387,4,0.718,1,155644,-6.093,0.272,0,spotify:track:3B2WvzXO2XhteiDm4jsFs7,Lost in the Fire,AIZZO
0.842,0.224,128.054,0.0407,0.0447,2.8e-05,4,0.706,4,229687,-3.336,0.291,0,spotify:track:6KZ5q3rHQNVJokPY1EYt9E,Pepas,3GUNZ
0.72,0.0794,119.886,0.178,0.0815,0.0,4,0.69,11,132000,-6.161,0.325,0,spotify:track:4rdE4ykETjk9tqmTB4AIjT,Let Me Down Slowly,LEOWI
0.816,0.157,125.031,0.035,0.0239,2.68e-06,4,0.767,7,138819,-4.25,0.434,1,spotify:track:0uIwEMEjZDGrZ3NvxK3T9F,Sweet Dreams,Alan Walker
0.736,0.621,126.765,0.142,0.0972,0.0,4,0.522,1,196291,-7.961,0.357,0,spotify:track:6ZEFqpqB6g9hD6n8U2mW0w,Umbrella,Beatmount
0.634,0.276,124.074,0.163,0.0564,0.0,4,0.812,8,174194,-4.96,0.463,1,spotify:track:7zx1i0jGcFwMBurajgKlO7,Black Magic,Jonasu
0.849,0.7,126.136,0.232,0.0488,0.0729,4,0.734,11,142024,-6.399,0.239,0,spotify:track:44brTuCrdbyIiR4zAT7eGN,Hung Up,JKRS
0.719,0.326,120.062,0.0455,0.00829,4.01e-06,4,0.698,0,186700,-4.923,0.364,0,spotify:track:0GTPmh5G40joBg93vcSQNq,Don't Say Goodbye (feat. Tove Lo),Alok
0.772,0.158,123.797,0.22,0.0888,0.0,4,0.643,4,157258,-7.369,0.18,0,spotify:track:6BV6voqyB3LAexk1Ov7zTa,Love You,Skin City
0.5,0.5,140.0,0.5,0.5,0.5,5,0.5,5,200000,-15.0,0.5,1,no link,no name,no artist
0.862,0.11,124.979,0.0722,0.0298,0.129,4,0.876,4,140640,-6.383,0.542,0,spotify:track:1qfW2xub6sR38gJNq2vwca,Balensomnia,LIUFO
0.703,0.375,122.017,0.038,0.0543,8.32e-05,4,0.838,1,167250,-6.571,0.14,1,spotify:track:798FP1frvYEGdXvJ3wmOCG,Believe,NO FEELS
0.836,0.31,119.982,0.265,0.0414,0.000134,4,0.782,1,158000,-5.0,0.332,1,spotify:track:2FjaMs7vCdF0VrKKCjqHpj,Takeaway,ABRO
0.931,0.191,125.011,0.0563,0.0225,0.000102,4,0.741,10,144000,-3.447,0.517,0,spotify:track:4crczEC1PpoD8TsDsmoWNI,Goodbye,Imanbek
0.669,0.275,196.096,0.239,0.1,2.32e-06,4,0.694,7,160201,-5.2,0.665,1,spotify:track:5oSe8GDdnSaiqS31twDEXu,Candy Shop,Mert Can
0.904,0.0963,124.02,0.064,0.0153,0.55,4,0.727,10,128500,-3.408,0.372,0,spotify:track:3M89zvwwb1jtDUDKYNsdiA,"Calabria (feat. Fallen Roses, Lujavo & Lunis)",Dance Fruits Music
0.751,0.102,120.056,0.0468,0.12,0.00429,4,0.676,6,177500,-6.808,0.62,1,spotify:track:1jmA3JzjCMqqDKzINDYFNZ,Invited,Dwin
0.807,0.105,123.904,0.122,0.448,0.0,4,0.759,8,136996,-5.812,0.62,0,spotify:track:0Cnb8XdGDMHAmIRBUJMkIS,Where The Lights Are Low,Toby Romeo
0.771,0.507,120.021,0.182,0.45,0.0287,4,0.817,5,165500,-6.857,0.47,0,spotify:track:0SGlNeIAuRCZCNxkqhEo2J,Counting Stars,JKRS
0.822,0.121,127.225,0.0507,0.0534,1.99e-05,4,0.636,0,147402,-4.321,0.338,0,spotify:track:63bWXWGcWnRQvdS8bJWdkB,Love Again (feat. Alida),Alok
0.897,0.16,125.024,0.0363,0.0124,0.0425,4,0.755,1,158289,-5.123,0.582,1,spotify:track:1O7AygpAKsR69St8qJFkW0,Blue (Da Ba Dee),ABRO
0.752,0.0795,125.996,0.227,0.128,0.0362,4,0.798,1,164740,-5.947,0.565,1,spotify:track:1HHnQYqcnlnE9q7LGFFGFj,Off Of My Mind,Icona Pop
0.872,0.246,130.014,0.0507,0.0183,1.89e-06,4,0.727,10,140147,-5.554,0.331,0,spotify:track:1XLwyOF1e4jyJoa70mKzyC,Stay,Glamii
0.57,0.0862,123.979,0.0429,0.00412,0.00183,4,0.723,9,196000,-8.589,0.575,0,spotify:track:4ekDggjElGJX9kNSOtnbVf,Infinity - Dubdogz & Bhaskar Edit,Dubdogz
0.714,0.0878,119.898,0.111,0.0782,0.0,4,0.64,9,142000,-6.479,0.12,1,spotify:track:46nlicGQ9RD9NgC4Kor3bW,Home,JKRS
0.864,0.367,118.032,0.0378,0.161,1.34e-05,4,0.732,3,173743,-5.94,0.568,0,spotify:track:7ltLi7CG003USSGYsSba9s,It Don’t Matter - Spotify Singles,Alok
0.759,0.147,125.0,0.0995,0.0334,0.00109,4,0.793,9,134400,-6.449,0.387,1,spotify:track:4vNohbMW7n0Yeb8tNc5Jl4,Habits (Stay High),LIUFO
0.89,0.101,100.037,0.187,0.201,1.99e-06,4,0.656,5,197963,-4.981,0.268,0,spotify:track:4AqN8IdKCfItCSbuaFch81,Thank You [Not So Bad],VIZE
0.908,0.139,125.02,0.0743,0.038,0.00497,4,0.822,8,128640,-3.624,0.715,0,spotify:track:6Pki8qkGmJLM1fcGBd5IKm,Poker Face,Mert Can
0.845,0.775,121.997,0.0397,0.00155,0.0107,4,0.739,5,147541,-5.93,0.839,0,spotify:track:12yj178KaJo8PrddT0StaL,What's Up,Gaullin
0.786,0.0917,119.024,0.147,0.00533,2.2e-06,4,0.764,8,169412,-6.069,0.619,1,spotify:track:5wDvMAUVddu15AsggNVe45,Crazy,Darrell Story
0.835,0.313,107.971,0.0625,0.141,0.000221,4,0.783,0,134435,-5.103,0.586,0,spotify:track:3vF1Bk53lUz287NAu5RCpS,Heard About Me (feat. Nea),Dimitri Vegas & Like Mike
0.74,0.265,114.963,0.108,0.0153,0.000967,4,0.854,7,139847,-5.56,0.367,1,spotify:track:1PcDVMlHjzVAIBzlRJXvRU,All Good Things (Come to an End),Allergic
0.838,0.0834,130.13,0.0759,0.0437,0.0,4,0.619,1,174643,-3.383,0.717,0,spotify:track:1sc1LUE0z2kiAFG7ZZlcDZ,Monsters (feat. 24kGoldn),Dynoro
0.872,0.118,124.952,0.111,0.0132,0.000539,4,0.945,6,140640,-4.259,0.889,1,spotify:track:32RXYekFyrUt21IzTkPtXs,Smack That,Mekla
0.856,0.67,124.923,0.222,0.00198,0.000189,4,0.694,10,143280,-4.937,0.486,0,spotify:track:3g36KmRGI8hmnCcTFak4Wn,Oohla Oohla,Tiësto
0.775,0.0925,126.096,0.247,0.161,0.00767,4,0.775,1,118571,-5.1,0.381,1,spotify:track:5mwJsBlElF0vF7D1fgMoXI,Seven Nation Army,Cammy
0.754,0.0936,125.925,0.041,0.0492,1.89e-05,4,0.665,8,163810,-6.179,0.486,0,spotify:track:3hRKkSQISzYF9BNt8bufQz,Fall Apart,Harrison
0.636,0.0946,125.0,0.0735,0.0735,0.00929,4,0.798,5,142080,-7.158,0.23,0,spotify:track:7Ju7fspONodQFPo2al9N2I,Smells Like Teen Spirit,JKRS
0.437,0.203,125.98,0.06,0.0613,0.1,4,0.741,6,172708,-8.701,0.122,1,spotify:track:1md4HSE2DTmnCn9kpm8mFM,Pieces - with VIZE & Leony,AVAION
0.683,0.169,126.085,0.184,0.327,6.38e-06,4,0.698,8,150595,-7.307,0.239,1,spotify:track:4D0TbAL37O1v2qg5sGALCb,Sweater Weather,NO.NEED
0.873,0.0689,125.966,0.0498,0.0208,9.83e-05,4,0.797,8,196135,-3.937,0.143,0,spotify:track:1clNueVAJ6a3orfLksJ1Sk,Swimming In Your Eyes,Dynoro
0.838,0.601,122.022,0.198,0.0465,0.00258,4,0.705,11,187869,-6.339,0.279,0,spotify:track:6jCG69GGq3Yy15ARTA09ln,Scared to Be Lonely,Cammy
0.649,0.133,122.009,0.0304,0.107,0.0202,4,0.768,0,149487,-8.508,0.36,0,spotify:track:5UbJD3lat3SVDDBXmf8gLc,Summer Thing,Dragonette
0.773,0.0971,124.967,0.0517,0.00476,5.61e-05,4,0.718,2,176400,-7.069,0.121,1,spotify:track:4HcSFFeJqguHdjbS2BMosE,Faded,LOOP
0.914,0.22,124.984,0.133,0.0247,0.0195,4,0.741,5,154905,-5.589,0.15,1,spotify:track:5mhExux66DUADHMCP1taBP,I Just Wanna Dance,Coldabank
0.89,0.0593,115.027,0.349,0.0353,0.0126,4,0.787,0,153522,-5.318,0.198,1,spotify:track:1G62Tqh2CulGNCgbSaKHhP,Shape of You,Ibrahim & Ømer
0.662,0.0819,122.05,0.0505,0.207,5.95e-05,4,0.687,7,165246,-6.285,0.799,0,spotify:track:4AL1AOOFk7Bqe4XFs8cN86,Don't Speak,Dark Heart
0.617,0.361,113.994,0.0418,0.00582,2.98e-06,4,0.807,8,156842,-5.808,0.143,1,spotify:track:3eGjwWEzsaYJHX6BIL0Gpv,Fragile,Cammy
0.933,0.132,125.047,0.0458,0.107,0.0245,4,0.699,8,161280,-4.145,0.573,1,spotify:track:00cSOUQOAsFheNuCPCJiuG,Fall,Gaullin
0.678,0.182,124.18,0.152,0.0432,3.44e-06,4,0.749,3,145161,-5.997,0.243,1,spotify:track:39cm7UrdOXjyPFP4jCJxrJ,Watermelon Sugar,Mekla
0.715,0.228,110.082,0.0483,0.0217,0.00484,4,0.705,10,141269,-6.116,0.432,1,spotify:track:24J3dVpDXHznrOCZBGvHut,Sweet Dreams,Dwin
0.823,0.48,124.132,0.118,0.153,0.0,4,0.537,9,176690,-6.988,0.225,1,spotify:track:0ZVdslKTJ34VyOovkOYD1t,American Boy,LIUFO
0.877,0.076,125.982,0.126,0.00118,3.86e-06,4,0.694,7,126667,-5.709,0.181,0,spotify:track:6XEsyYactnjQEDarbVmnvR,On My Way,Gaullin
0.745,0.16,119.943,0.0602,0.207,0.00178,4,0.774,6,148052,-7.335,0.532,0,spotify:track:5I3emVxkzfmGbfVKuvdqN6,Sunflower,LIUFO
0.598,0.0868,102.974,0.113,0.00835,0.0641,4,0.748,7,166000,-10.0,0.123,1,spotify:track:0t4RoZITjJqplvld9NoKUU,Don't Leave Me,Mari Ferrari
0.909,0.241,127.175,0.285,0.106,0.0249,4,0.738,8,156850,-6.291,0.538,0,spotify:track:0nVESUQ8OFMS8JE442Tz48,World Hold On,PLADA
0.825,0.608,125.969,0.0568,0.0666,0.000877,4,0.693,1,164122,-7.329,0.389,0,spotify:track:1I7x6BbiZd2AzlfNiZn710,Start To Believe,Ozlig
0.56,0.0339,121.983,0.0469,0.0782,0.00125,4,0.858,6,131926,-6.328,0.383,0,spotify:track:3oZ9zOPWooz94XkmTTKEB9,Feel Good Inc.,Mert Can
0.73,0.209,121.99,0.082,0.179,7.26e-05,4,0.621,9,177049,-7.905,0.142,0,spotify:track:5hC5prqc0v7d9OFADM8Vcs,In Your Taste,SLIPSIDE
0.811,0.141,124.991,0.0312,0.0738,0.0356,4,0.762,3,144000,-5.371,0.289,0,spotify:track:37k9GhxvvY1PHrdKxmit87,Say My Name,Froro
0.917,0.178,128.076,0.134,0.0022,5.89e-06,4,0.738,7,122536,-3.497,0.535,1,spotify:track:6yO7UqNUOBNJ1UKdIEBpT8,Acapulco,Niklas Dee
0.748,0.133,125.849,0.174,0.0122,0.0,4,0.675,5,147658,-6.582,0.346,1,spotify:track:3oQOQfALw2JgbvLR8tH7XN,Need You Here,Despotem
0.618,0.197,123.978,0.033,0.383,0.000716,4,0.774,2,153024,-7.063,0.664,1,spotify:track:5oP1hAuLdDjVurNXeaNJgv,365,Darrell Story
0.819,0.143,122.017,0.0529,0.169,0.000642,4,0.824,10,126764,-4.658,0.717,0,spotify:track:0SCZoOyU9qkPZXIk7YmENI,Money On My Mind,HVME
0.83,0.22,123.979,0.129,0.0505,2.32e-06,4,0.721,6,152298,-5.322,0.537,0,spotify:track:34Bu2Lqo8BitiKJ8rxrSTT,I Can't Give You Up,LIZOT
0.857,0.245,133.896,0.0356,0.0167,0.000361,4,0.683,9,132733,-4.046,0.132,0,spotify:track:0kUbZb8T5v5sXV412UsIaS,Bad Habits,Kilian K
0.838,0.101,120.0,0.0539,0.0167,4.24e-05,4,0.729,1,266000,-4.569,0.477,1,spotify:track:7cdTrdJxBqr28BKq7UrnXV,Industry Baby,Jack Star
0.715,0.116,122.01,0.0418,0.0589,0.00576,4,0.639,6,163319,-7.965,0.322,0,spotify:track:5f4eJd680Vy3ojJEgoX89g,Somebody's Watching Me - Deepend Remix,Chico Rose
0.838,0.13,123.95,0.136,0.0144,0.0,4,0.659,6,130677,-2.79,0.286,0,spotify:track:2OfQvGrr83FGpdLA1nAR01,Numb,Arc North
0.854,0.316,126.149,0.111,0.119,0.0,4,0.665,2,194762,-3.215,0.35,0,spotify:track:55mjmUq3NuL6rt9aCcl4ZG,Beggin' (Frank Walker Remix),Madcon
0.804,0.11,128.136,0.0968,0.0946,0.0,4,0.692,2,158613,-6.657,0.178,1,spotify:track:72eQ49Sy53JZVZa5PTAKxD,Radioactive,Coopex
0.643,0.235,128.088,0.0909,0.195,0.0,4,0.681,0,146602,-7.94,0.212,0,spotify:track:0Uo43DNldd7aNxizhKgowg,Apologize,Besomorph
