valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release date,speechiness,tempo
0.548,2021,0.32,"['Lil Tjay', 'Toosii']",0.712,222367,0.404,True,2ULQtFHTzUK0DqcqWUlXxw,0,5,0.121,-7.594,0,Love Hurts (feat. Toosii),69,2021-04-02,0.12,139.991
0.785,2021,0.114,"['Nio Garcia', 'J Balvin', 'Bad Bunny']",0.743,261335,0.655,True,05bfbizlM5AX6Mf1RRyMho,0,6,0.0764,-5.015,0,AM Remix,76,2021-06-24,0.159,172.031
0.731,2021,0.139,['Tory Lanez'],0.498,141333,0.931,False,17sPXQa8bT24ToCYHXuQXI,4.65e-06,10,0.111,-6.182,0,‘87 Stingray,69,2021-12-10,0.0737,193.434
0.0694,2021,0.767,['Gigi Perez'],0.41,153000,0.174,True,1ElGmhauttS9p7LwmHG9uM,0.00197,3,0.114,-11.405,1,Sometimes (Backwood),71,2021-02-05,0.0328,105.292
0.384,2021,0.168,['Chloe Adams'],0.66,129699,0.462,False,2g1QPpTd4o8gTAapxEUPnz,1.37e-06,7,0.486,-7.203,1,Dirty Thoughts,70,2021-11-05,0.103,167.098
0.249,2021,0.0169,"['Öwnboss', 'Sevek']",0.848,157445,0.821,False,6GomT970rCOkKAyyrwJeZi,0.000403,2,0.0962,-5.408,0,Move Your Body,81,2021-10-29,0.0527,125.051
0.312,2021,0.00734,"['YBN Nahmir', '21 Savage']",0.829,135431,0.343,True,59fFsGRwFiuhxKDPc1k6xW,0,2,0.179,-4.937,0,Opp Stoppa (feat. 21 Savage),67,2021-01-22,0.102,78.035
0.0352,2021,0.000453,['Distantic'],0.158,153066,0.542,False,3g8n6JHQDGGjrE27lAtpvn,0.941,1,0.391,-24.552,1,Watch The Storm,69,2021-08-01,0.0805,131.109
0.653,2021,0.00772,['vaultboy'],0.76,115402,0.371,True,3z06k8YF9CqX0CGFrlekOK,0,6,0.0785,-8.964,1,everything sucks,75,2021-05-21,0.0531,138.023
0.866,2021,0.217,['Bella Poarch'],0.855,122773,0.463,True,7BoobGhD4x5K96Me0hqC8Q,1.77e-05,3,0.347,-7.454,1,Build a Bitch,75,2021-05-14,0.0367,102.931
0.663,2021,0.227,['Billie Eilish'],0.879,173539,0.365,False,20R4HfKloPKgXDqU7UKk3x,0.135,2,0.0583,-7.781,1,Therefore I Am,73,2021-07-30,0.0924,94.016
0.488,2021,0.000453,['Parker McCollum'],0.475,199680,0.805,False,2pUQX4d3Cjh3umGkVz0XyI,0,10,0.143,-4.456,1,To Be Loved By You,64,2021-07-30,0.0377,145.976
0.467,2021,0.468,['Banda Sinaloense MS de Sergio Lizárraga'],0.73,209907,0.534,False,7EDEbNBsxgsTOfrOifN37a,0,2,0.168,-5.753,0,Mi Razón De Ser,65,2021-02-05,0.0282,124.933
0.588,2021,0.0444,['Carin Leon'],0.709,154421,0.668,False,0F0vbaAjqfjK1kKH9Wyymn,0.000764,7,0.409,-4.741,1,Secuelas De Amor,73,2021-05-07,0.0317,110.092
0.496,2021,0.405,['NF'],0.692,200050,0.721,False,2hRlHXzOf14ArYmOPeAXsa,0,9,0.0773,-3.244,0,DRIFTING,69,2021-03-26,0.389,168.084
0.489,2021,0.0265,"['MEDUZA', 'Hozier']",0.539,165524,0.715,False,46nvQpUDsxpS08UTFOeKTA,0,11,0.609,-6.639,0,Tell It To My Heart,76,2021-10-29,0.0595,123.854
0.381,2021,0.265,"['Elevation Worship', 'Maverick City Music', 'Chandler Moore', 'Naomi Raine']",0.335,598995,0.639,False,1goiRWxiG3GTlODrdDZ7NR,0,3,0.107,-6.598,1,Jireh (feat. Chandler Moore & Naomi Raine),68,2021-04-30,0.0369,139.912
0.75,2021,0.125,['Tornillo'],0.978,216393,0.459,False,4h3D9YX8raIWdDaDyiopow,0,3,0.0791,-6.183,0,Un Dia Todo Se Termina,69,2021-12-27,0.108,122.009
0.366,2021,0.468,"['Noah Kahan', 'Joy Oladokun']",0.614,186552,0.526,False,0hiHNxqKGf3GZgVTIOAiiK,0,5,0.0939,-7.492,1,Someone Like You (feat. Joy Oladokun),69,2021-09-17,0.0603,177.913
0.433,2021,0.122,"['Tyler, The Creator']",0.386,138312,0.762,True,0BiK5BbYNFLb88CCOxBFJe,0,9,0.527,-6.341,1,LUMBERJACK,68,2021-06-25,0.564,170.691
0.626,2021,0.271,['Miranda Lambert'],0.575,195013,0.644,False,6F7UOC6fPWOkPqybOWBHSv,0,6,0.131,-5.68,0,If I Was a Cowboy,65,2021-10-15,0.0309,80.07
0.803,2021,0.0785,['Rebzyyx'],0.517,110134,0.995,True,3uKqnQ0dGBcpovf9lV2nqg,0,6,0.703,-1.437,1,I'm so crazy for youuu </3,70,2021-04-13,0.0989,159.402
0.213,2021,0.0311,['OneRepublic'],0.576,187889,0.679,False,6aDsgHPZsMztSbZernzlF8,0,0,0.323,-7.237,1,Someday,75,2021-08-27,0.034,121.005
0.53,2021,0.66,"['Rx Papi', 'Gud']",0.471,118750,0.915,True,7x8O57b6oXzmbwANbSy2wq,0,4,0.221,-4.903,0,12 Stout Street,66,2021-11-19,0.234,131.727
0.577,2021,0.44,"['Big Red Machine', 'Taylor Swift']",0.53,254467,0.712,True,73W5aXorr5vxrySFcoZqIN,0.0233,0,0.0931,-8.135,1,Renegade,70,2021-08-27,0.0461,167.964
0.592,2021,0.0529,"['Logan Mize', 'Donovan Woods']",0.624,169976,0.64,False,73aofsDvxQznhWLfgQ5gBz,2.8e-05,7,0.119,-7.735,1,Grew Apart,67,2021-01-27,0.0806,88.942
0.5,2021,0.144,"['Jack Harlow', 'Pooh Shiesty']",0.801,157675,0.688,True,1MIGkQxcdAt2lDx6ySpsc5,0,1,0.107,-4.594,1,SUVs (Black on Black),68,2021-08-03,0.396,162.928
0.796,2021,0.376,['Jordan Davis'],0.699,156200,0.642,False,4KOEQ1VPa1Ri5PWT1h84jt,0,11,0.0848,-5.246,1,Drink Had Me,66,2021-05-21,0.0319,94.974
0.222,2021,0.324,['Tory Lanez'],0.509,146000,0.435,True,0ZHLqpysyyJil6TlEJAZY9,2.28e-06,4,0.0989,-10.231,0,Y.D.L.R.,69,2021-03-05,0.0812,75.2
0.41,2021,0.0255,"['Nelly', 'Florida Georgia Line']",0.707,195962,0.689,True,33aow0AcXYvT1FoWNzMcqN,0,4,0.383,-7.097,0,Lil Bit (feat. Florida Georgia Line),67,2021-08-27,0.0387,119.987
0.85,2021,0.0282,['LISA'],0.806,200690,0.653,False,7uQZVznj0uQOGC9KhV2Mg6,0.000784,8,0.107,-6.283,1,LALISA,74,2021-09-10,0.0902,150.058
0.604,2021,0.211,"['Christian Nodal', 'Banda MS de Sergio Lizárraga']",0.704,198529,0.482,False,1xO7tp4J5Wj0NeKrzIpd1V,0,9,0.3,-5.352,1,La Sinvergüenza,76,2021-09-24,0.0349,102.01
0.877,2021,0.000561,['beabadoobee'],0.55,164691,0.803,True,1NaDK3atogQEn9glK5fYuy,0.000523,2,0.0266,-3.608,1,Cologne,68,2021-06-24,0.0347,130.015
0.474,2021,0.0558,"['DJ Khaled', 'Drake']",0.803,200221,0.565,True,1sbEeUY8KsdvgiQi26JBFz,0,5,0.141,-4.711,0,POPSTAR (feat. Drake),71,2021-04-30,0.235,163.085
0.155,2021,0.142,['MadeinTYO'],0.49,136150,0.449,True,4cOdRhWoQg8wrtggw6YZLY,0.856,1,0.13,-12.361,1,HUNNIDDOLLA,68,2021-02-19,0.259,119.847
0.584,2021,0.181,['Justin Bieber'],0.686,190779,0.538,False,31qCy5ZaophVA81wtlwLc4,3.13e-06,2,0.113,-8.026,1,Anyone,74,2021-01-01,0.0345,115.884
0.887,2021,0.0199,['Megan Thee Stallion'],0.949,184635,0.683,True,7FdmHr87G79PDRGy9SPBkZ,0,9,0.171,-4.242,1,Thot Shit,67,2021-10-29,0.0946,130.012
0.864,2021,0.508,"['LDNE', 'Alex Favela']",0.575,122264,0.618,True,4pHiqPxCRQeNMgoPqdXvJ3,0,11,0.154,-6.822,0,Mas Que Amigos,68,2021-08-27,0.116,171.954
0.428,2021,0.449,['Brett Young'],0.403,194293,0.516,False,2fSuoIlA1uTERXunbshSWh,1.26e-05,7,0.0937,-7.983,1,Lady,66,2021-06-04,0.0343,170.015
0.397,2021,0.532,['Rauw Alejandro'],0.795,214857,0.798,True,4Z8HZSApeddaRM2ovivUj4,1.02e-05,9,0.0869,-2.357,0,La Old Skul,73,2021-12-10,0.08,104.912
0.422,2021,0.00128,['JELEEL!'],0.7,100500,0.792,True,192DMwgDbgS8ghTKc0ACWq,7.64e-05,6,0.375,-5.28,1,DIVE IN!,70,2021-05-21,0.0459,139.978
0.839,2021,0.241,"['Bizarrap', 'Eladio Carrion']",0.783,164896,0.524,True,1VauUM5CBX7nkLcgafQL2B,0,5,0.271,-6.455,0,"Eladio Carrion: Bzrp Music Sessions, Vol. 40",80,2021-06-09,0.0554,117.496
0.271,2021,0.152,['Rauw Alejandro'],0.706,170536,0.649,False,2CEf2gU5ZJamLXa3NrgAvA,0,8,0.161,-3.911,1,Desenfocao',72,2021-12-10,0.0353,139.976
0.38,2021,0.000627,['Aimer'],0.367,184893,0.896,False,7v8wKvNQQIxkugCFFjrkaO,0,11,0.207,-4.002,1,残響散歌,78,2021-12-06,0.091,170.863
0.0666,2021,0.616,['Shawn Mendes'],0.398,222800,0.286,False,2KnLkZ3z7PO3kgVGHGqDpD,0.000146,7,0.0912,-11.881,1,It'll Be Okay,78,2021-12-01,0.033,78.262
0.385,2021,0.0928,"['The Kid LAROI', 'Polo G', 'Stunna Gambino']",0.671,216000,0.639,True,29t9XYOV65fFXiVzFFJgHH,0,2,0.0941,-6.852,0,NOT SOBER (feat. Polo G & Stunna Gambino),69,2021-07-27,0.134,119.82
0.474,2021,0.124,['Erick B'],0.793,154992,0.462,False,7uEruRFEeMn57hrmZhA4w5,0,7,0.0995,-12.939,0,Te Vas A Recordar,65,2021-09-17,0.0628,106.226
0.715,2021,0.676,['Sleepy Hallow'],0.777,116523,0.406,True,1Te0tlHsR9TKyP1DF7inQD,0,10,0.123,-9.669,0,Down Hearted,67,2021-10-08,0.255,95.128
0.64,2021,0.0159,['Yeat'],0.597,133747,0.716,True,34axCSujRVT7YWmDvisjdQ,0,6,0.265,-7.414,1,Rokstar,67,2021-09-10,0.141,158.127
0.455,2021,0.677,['Zach Bryan'],0.485,171574,0.32,False,3y8HeC82z6JzIcnLEj0GcO,9.54e-06,7,0.0819,-11.761,1,Hell or Highwater - Live,65,2021-02-19,0.0304,78.797
0.0591,2021,0.797,['Little Circuits'],0.102,143053,0.0333,False,5LEHlRPjGcZ5RdagAwXpHS,0.927,3,0.111,-34.177,1,Beautiful Imagination,70,2021-03-04,0.0476,89.605
0.612,2021,0.241,"['NLE Choppa', 'Polo G']",0.826,181199,0.616,True,1z7LV5wkExwW8YJk0IrPUA,0,2,0.287,-5.479,1,Jumpin (feat. Polo G),67,2021-11-05,0.328,127.925
0.955,2021,0.000247,['Lovejoy'],0.623,207010,0.788,False,7ITzf6TxMKnUwgXfNRfMxI,0.271,8,0.0978,-7.777,1,Perfume,70,2021-10-14,0.0415,121.974
0.538,2021,0.066,['Taylor Swift'],0.686,240467,0.571,False,4e5ayHsOLJNLTGfjau2mEw,0,4,0.0608,-7.138,1,The Lucky One (Taylor's Version),69,2021-11-12,0.05,117.889
0.555,2021,0.00104,['Stellar'],0.731,147840,0.746,False,4vDGc8mD9kHbC2Yy6pF6SE,5.73e-06,8,0.117,-3.43,1,Bad Dream,71,2021-10-29,0.0311,125.016
0.331,2021,0.187,['Cochren & Co.'],0.292,205760,0.448,False,15eJjGIuCDEtF6ph4Hd3eR,0,0,0.235,-7.931,1,One Day,67,2021-01-22,0.036,80.092
0.273,2021,0.406,"['Maverick City Music', 'UPPERROOM', 'Brandon Lake', 'Eniola Abioye']",0.39,337152,0.627,False,0A402ZdxwQzaVdyH5Zav5X,9.06e-05,10,0.0792,-9.811,1,Rest on Us (feat. Brandon Lake & Eniola Abioye),66,2021-01-29,0.0367,144.116
0.797,2021,0.106,['Taylor Swift'],0.788,254255,0.571,False,550erGcdD9n6PnwxrvYqZT,0,6,0.0934,-6.135,1,Hey Stephen (Taylor’s Version),70,2021-04-09,0.0296,115.99
0.484,2021,0.0558,['TOMORROW X TOGETHER'],0.584,202204,0.836,False,1Z8TPHiKeCUyClxV6WTTIf,0,0,0.0663,-4.925,1,0X1=LOVESONG (I Know I Love You) feat. Seori,75,2021-05-31,0.079,104.973
0.231,2021,0.0853,"['Nicki Minaj', 'Drake', 'Lil Wayne']",0.573,339506,0.867,True,1TZv3bujNaYz646eezRE91,0,5,0.38,-2.876,0,Seeing Green (with Drake & Lil Wayne),67,2021-05-14,0.168,74.861
0.646,2021,0.00544,['BTS'],0.702,187585,0.741,False,3XYRV7ZSHqIRDG87DKTtry,0,9,0.337,-5.33,1,Permission to Dance,79,2021-07-23,0.0427,124.925
0.481,2021,0.478,['mike.'],0.71,138929,0.543,True,5NXthnJecYXjt7sTEWETTY,8.66e-06,5,0.0988,-9.141,1,life got crazy,67,2021-07-23,0.0527,83.965
0.336,2021,0.179,['Stray Kids'],0.707,189907,0.74,False,0LatE4S9UtCDwIdGQsFFKL,0,11,0.612,-4.311,0,"Red Lights (Bang Chan, Hyunjin)",74,2021-08-23,0.0509,127.974
0.0719,2021,0.984,['Koby Laver'],0.065,228000,0.0034,False,0QCWhIYVGx3ousdsUZgy84,0.847,9,0.101,-37.097,1,Going Back,70,2021-10-22,0.0489,72.496
0.423,2021,0.348,['Flatland Cavalry'],0.486,186719,0.641,False,2cpwCl4uQlyub8HOqkh5sl,2e-06,7,0.233,-5.91,1,Gettin' By,64,2021-07-02,0.0546,145.947
0.47,2021,0.618,"['Kholby Wardell', 'Scott Redmond', 'The Ride the Cyclone World Premiere Cast Recording Ensemble']",0.38,299563,0.268,True,4omKMytsN5mudpBbAsZPOQ,0,9,0.0798,-13.719,0,Noel's Lament,70,2021-05-07,0.106,86.973
0.369,2021,0.00984,"['Nardo Wick', 'Future', 'Lil Baby']",0.532,225664,0.572,True,1qlh1WxuWilyIWRwdsKMuJ,0,1,0.143,-6.794,1,Me or Sum (feat. Future & Lil Baby),65,2021-11-29,0.421,160.517
0.628,2021,0.136,['Ryan Castro'],0.803,116636,0.745,False,4T18CIOag4LfuqqfzyBQmw,0.00763,2,0.0712,-5.251,1,Malory,77,2021-09-21,0.0657,107.077
0.421,2021,0.484,['Rio Romeo'],0.388,178319,0.465,True,1ztwML7G0PytrYEUE0XTa1,0,11,0.276,-9.294,1,Butch 4 Butch,68,2021-02-14,0.0324,73.774
0.224,2021,0.141,['Connor Price'],0.726,135000,0.481,False,2k5rWMAz9RvFS3k3kk3cc5,0,0,0.155,-8.254,1,You Said,69,2021-07-09,0.207,79.978
0.789,2021,0.0111,['GRAVECHILL'],0.889,116129,0.884,False,1Y5MJnYsIi3Qlifvss4jPI,0.804,4,0.0999,-4.323,1,Twilight,77,2021-05-30,0.0379,124.003
0.323,2021,0.603,['Morgan Wallen'],0.443,180787,0.518,False,6HsXpHn2s6S9arU3Wy7ndc,0.00225,2,0.0984,-6.373,1,Whiskey’d My Way,65,2021-01-08,0.0266,185.764
0.705,2021,0.00936,['Bo Burnham'],0.694,58149,0.948,True,5aszL9hl6SBzFNsOvw8u8w,1.62e-05,2,0.139,-5.307,1,Bezos I,73,2021-06-10,0.0361,115.044
0.433,2021,0.022,['Lil Tecca'],0.81,168727,0.658,True,0soNGRgFn7aq1T4LXtFDMb,0,11,0.309,-6.92,1,NEVER LEFT,67,2021-08-27,0.329,82.532
0.927,2021,0.296,['Fuerza Regida'],0.507,225000,0.718,False,3QXBaUQ8iwP2WI1GpQIP18,0,7,0.0921,-3.795,1,Descansando,70,2021-10-22,0.0636,92.226
0.666,2021,0.383,['Baby Keem'],0.585,155153,0.754,True,7m7zZuRVyRsQunMbcTc4e6,0,0,0.108,-5.396,1,booman,66,2021-09-10,0.142,102.853
0.75,2021,0.624,"['Russ', 'Tamae', 'Capella Grey']",0.825,117447,0.366,True,5irzewJoHob42Nq3P9kOYh,1.87e-06,1,0.0575,-6.973,0,Seduce (Feat. Capella Grey & Tamae),69,2021-09-24,0.0614,94.032
0.52,2021,0.189,['Nivel Codiciado'],0.644,182694,0.515,False,3h90gypXwmPw2EclCHdfcF,0,0,0.0919,-7.714,1,Una Linda Mujer,66,2021-02-24,0.0328,81.642
0.716,2021,0.255,"['FL Dusa', 'Kevin Gates']",0.673,181714,0.748,True,1oPdIqXhjswpTnA5PPQs0K,0,7,0.236,-6.1,1,Dear God (feat. Kevin Gates),64,2021-11-12,0.365,139.667
0.234,2021,0.257,['Jenna Raine'],0.576,188160,0.467,False,7FKkswFflI5Txc3Y4gH0IB,0,1,0.13,-6.435,1,see you later (ten years),70,2021-09-24,0.0305,86.011
0.153,2021,0.0326,['Polo G'],0.506,190509,0.563,True,25qk9xa71F1POdI4vj7rbi,0,1,0.0856,-7.664,0,Black Hearted,67,2021-06-11,0.411,168.146
0.389,2021,0.00356,"['Austin Meade', 'Koe Wetzel']",0.316,224028,0.809,False,4VyZr1v1MNeZbl6eV8ZJGh,0,5,0.0717,-6.756,0,Happier Alone (feat. Koe Wetzel),64,2021-02-12,0.0686,199.784
0.203,2021,0.271,['J. Cole'],0.713,196946,0.793,True,5R691ipUYRDYW6ehapjoj6,0,2,0.727,-5.277,1,9 5 . s o u t h,67,2021-05-14,0.397,71.724
0.596,2021,0.756,['DannyLux'],0.505,225000,0.276,False,3CJaDcjZKse7X7eVUukQJB,0.000508,4,0.369,-12.784,1,El Dueño De Tu Amor,67,2021-01-15,0.0343,103.056
0.175,2021,0.848,['Sam Barber'],0.542,201705,0.218,True,58XuhoLGFJCqpD5EOPif3f,0,4,0.0983,-7.817,1,Run Away High,65,2021-09-06,0.0328,127.569
0.404,2021,0.201,"['Trippie Redd', 'Juice WRLD']",0.672,188026,0.654,True,1HsOTiVqdN7PB1zOS2bcsO,0,1,0.1,-4.528,1,Matt Hardy 999 (feat. Juice WRLD),66,2021-08-21,0.0966,78.512
0.632,2021,0.515,['Kay Flock'],0.894,124514,0.797,True,2QXWdzWLvRZToFFyY49Exz,0,4,0.0654,-9.452,0,Is Ya Ready,68,2021-09-28,0.361,143.917
0.728,2021,0.028,['Goth Babe'],0.577,204522,0.683,False,7MuU7UbVaKyu4HkHBoHwrD,0.00329,1,0.156,-7.699,1,Canary Islands,66,2021-01-28,0.0523,115.058
0.629,2021,0.0279,['Taylor Swift'],0.432,238444,0.873,False,1cSFlSBdpT4F5vb1frQ231,0,4,0.167,-4.367,1,The Other Side Of The Door (Taylor’s Version),69,2021-04-09,0.0577,163.936
0.589,2021,0.22,['mazie'],0.783,125256,0.472,False,4qbEaaJ29p32GI8EWQmm6R,0.000458,2,0.0798,-8.392,1,dumb dumb,73,2021-08-25,0.0427,122.052
0.633,2021,0.303,['$uicideboy$'],0.881,142708,0.884,True,5ikjIVLHoBrgaZ0zNrn6Ty,1.62e-05,7,0.157,-5.185,0,"If Self-Destruction Was an Olympic Event, I’d Be Tonya Harding",66,2021-08-13,0.0932,126.033
0.36,2021,0.245,['Gracie Abrams'],0.765,171280,0.582,False,0PLhwCmQ7cC3ThRGPn3HxF,8.21e-05,0,0.154,-4.528,1,Mess It Up,72,2021-05-07,0.12,132.992
0.593,2021,0.0478,['Ski Mask The Slump God'],0.915,130507,0.645,True,0DbO2UQHQvlcwMppuvmTpI,0,8,0.139,-7.067,0,The Matrix,66,2021-06-25,0.343,142.902
0.301,2021,0.35,['Ivan Cornejo'],0.676,183435,0.551,False,6eaTOaQHqkjuNvoShsoXhT,2.42e-05,4,0.137,-8.386,0,Esa Carita,65,2021-08-20,0.0318,81.47
0.783,2021,0.179,['Drake'],0.488,269884,0.635,True,2Q3jFbyE61mCjS3SkW4toJ,8.16e-06,10,0.156,-7.19,1,Race My Mind,68,2021-09-03,0.26,174.072
0.0377,2021,0.0193,['Bleed The Wicked Menace'],0.72,67220,0.457,True,2Zk3NTeP14Mc0Ub8xemjT4,0.000126,11,0.0838,-10.69,1,In The Dark,67,2021-07-24,0.0889,119.94
0.536,2021,0.0171,['Adele'],0.703,210384,0.68,False,6w8ZPYdnGajyfPddTWdthN,0,9,0.178,-6.118,0,Can I Get It,74,2021-11-19,0.0431,97.985
0.526,2021,0.000603,['JELEEL!'],0.602,80446,0.795,True,1I3DclkIlscxB8FjPpocCI,0.152,11,0.402,-5.086,1,DIVE IN! - SPED UP!,71,2021-05-21,0.134,174.809
0.539,2021,0.00279,['Kane Brown'],0.471,213719,0.846,False,4FdPnT2cFrpWCmWZd7GXc3,2.86e-06,0,0.145,-5.269,1,One Mississippi,65,2021-08-20,0.0389,100.089
0.909,2021,0.518,['Gerardo Ortiz'],0.858,164360,0.634,False,2LJRoFOtMGLnSxJqlJuhge,0,0,0.236,-4.058,1,Tranquilito,74,2021-02-19,0.0286,110.03
0.353,2021,0.83,['Taylor Swift'],0.512,185320,0.462,True,3Dby3p1m6IOZn2gIIqECgK,0.166,9,0.121,-10.491,1,gold rush,69,2021-01-07,0.0408,112.05
0.429,2021,0.877,['Lana Del Rey'],0.334,271177,0.276,False,7bPWdJgx8vek7S5i5yAtvG,0.000249,4,0.113,-13.125,0,Chemtrails Over The Country Club,73,2021-03-19,0.0643,201.025
0.522,2021,0.702,['Billie Eilish'],0.526,212496,0.334,True,4191RXFPa7Ge9XkA4cWlna,0.00782,10,0.0586,-8.491,0,Lost Cause,72,2021-07-30,0.251,74.966
0.805,2021,0.0391,"['Pooh Shiesty', 'BIG30']",0.728,171781,0.623,True,2xlOJSbScxrHHOmlNmILpD,0,2,0.214,-8.066,1,Neighbors (feat. BIG30),65,2021-02-05,0.305,145.973
0.865,2021,0.204,['KAROL G'],0.864,178693,0.658,True,1WvrDdouh6C51In1SdATbq,0.000626,1,0.105,-4.105,0,BICHOTA,74,2021-03-26,0.154,163.922
0.713,2021,0.68,['PinkPantheress'],0.804,116213,0.609,False,1Vrj9Vcbb0lOG94pQbYvzv,0.00253,0,0.261,-7.848,1,Just for me,69,2021-10-15,0.0633,133.043
0.687,2021,0.001,['TOMORROW X TOGETHER'],0.644,199919,0.867,False,21aOLk12MksET8AsbU0SI6,0,11,0.105,-4.18,0,LO$ER=LO♡ER,74,2021-08-17,0.0383,124.997
0.479,2021,0.00715,"['Lil Baby', 'Lil Durk']",0.788,166911,0.628,True,62nb5YUYUqtYJhVPwRhCke,0,11,0.132,-5.746,0,How It Feels,66,2021-06-04,0.12,104.083
0.408,2021,0.116,"['Internet Money', 'Gunna', 'Don Toliver', 'Lil Uzi Vert']",0.792,224042,0.707,True,2IePEfMAtqWS6rLXXFZIgI,0,7,0.12,-5.218,0,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",69,2021-05-13,0.0623,134.997
0.518,2021,0.507,['EKKSTACY'],0.595,145634,0.588,True,5a8QUc4ubHJqQm7vzs2YhA,0.781,10,0.113,-11.313,1,i walk this earth all by myself,70,2021-03-05,0.0624,166.061
0.627,2021,0.0862,"['Polo G', 'NLE Choppa']",0.666,168000,0.707,True,45vDAZmpEf8BGVd1EA9yLA,0,5,0.334,-5.444,0,Unapologetic (with NLE Choppa),66,2021-12-03,0.255,160.0
0.614,2021,0.289,"['Ingrid Andress', 'Sam Hunt']",0.678,194545,0.528,False,3HGnIIdHYIbkowzLk8UHbE,0,10,0.0734,-7.317,1,Wishful Drinking (with Sam Hunt),66,2021-08-02,0.0551,79.018
0.718,2021,0.345,"['Nivel Codiciado', 'José Mejía']",0.653,124267,0.752,True,6uOMIOljAGYvk0pVMpYxFI,0,2,0.117,-8.083,0,Está Noche,65,2021-10-15,0.0355,97.806
0.248,2021,0.000147,"['Yeat', 'SeptembersRich']",0.632,200072,0.543,True,3vxTQcZnjJMvCMK20udLDR,0,10,0.223,-7.693,0,Trëndy way (feat. SeptembersRich),67,2021-09-10,0.0992,144.177
0.304,2021,0.746,['Avery Anna'],0.322,154027,0.48,False,3LLezpquftwn7QI1rYIovM,0,1,0.113,-5.989,1,Narcissist,66,2021-11-12,0.0492,73.476
0.474,2021,0.000648,"['sharkboy', 'Yeat']",0.706,165107,0.695,True,1RE3rZvv6kImf4fIZCjs2I,0.000134,11,0.108,-9.667,1,Yam,67,2021-11-05,0.17,75.511
0.779,2021,0.695,['Wale the Sage'],0.774,154000,0.447,True,0LwwQLNOCvQF9xqD9rJ0Un,2.21e-05,4,0.126,-10.116,0,Bleue,67,2021-09-10,0.119,140.013
0.296,2021,0.423,['Ian Munsick'],0.505,231266,0.627,False,7nERlpaH7QghaO7jC60Xtu,7.4e-05,6,0.0755,-7.851,1,Long Haul,64,2021-02-26,0.0273,141.881
0.263,2021,0.0781,['Yeat'],0.545,161254,0.63,True,44BAhrrgZKylwZh8zlUSaQ,0,8,0.195,-8.675,1,Twizzy Rich,67,2021-09-10,0.0953,140.22
0.308,2021,0.863,['Billie Eilish'],0.687,194887,0.288,False,4ak9GGe6afmi2HbxEjvhIC,0,2,0.0986,-10.415,1,Male Fantasy,72,2021-07-30,0.045,110.927
0.338,2021,0.0145,['Troye Sivan'],0.559,220780,0.559,False,2m6Ko3CY1qXNNja8AlugNc,0,11,0.138,-6.425,1,Angel Baby,79,2021-09-09,0.0358,72.498
0.228,2021,0.951,['Lloyd Vaan'],0.227,146000,0.00268,False,6Zrs6gUUaSkM1Z7d0FxOlF,0.912,3,0.109,-27.348,1,Present,68,2021-10-29,0.06,64.26
0.776,2021,0.00577,"['J. Worra', 'Leo Stannard']",0.814,174138,0.675,False,2n6qz4opcJlHsEpI8030YM,0.0818,10,0.0956,-6.761,0,Check Out,72,2021-11-05,0.042,125.0
0.709,2021,0.517,"['Junior H', 'Natanael Cano']",0.679,187353,0.633,False,46DU5gYWY2vjE79mbhX4Wv,0,6,0.103,-6.865,0,Disfruto Lo Malo,71,2021-05-26,0.0317,109.736
0.888,2021,0.402,['Remi Wolf'],0.766,188501,0.539,True,27sBcXtgTBSJRdUxei1a7J,0,7,0.104,-4.927,1,Sexy Villain,65,2021-10-15,0.0479,120.175
0.789,2021,0.104,"['Ryan Castro', 'Feid']",0.811,189333,0.5,False,1JpzJfxjHGFUyTHXLZidok,0,5,0.372,-6.717,0,Monastery,79,2021-11-12,0.0976,178.017
0.102,2021,0.0152,"['99zed', 'Saliva Grey']",0.532,109116,0.833,True,1uGzYOG9N5AcGjY1EwxtdF,0,2,0.0747,-2.362,1,Two Twelve Subwoofer,66,2021-06-11,0.051,176.06
0.233,2021,0.237,"['Skylar Grey', 'Polo G', 'Mozzy', 'Eminem']",0.664,257369,0.692,True,5W8HXMOMLtXLz0RGKUtnlZ,0,1,0.0798,-4.128,0,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",72,2021-09-30,0.127,154.924
0.429,2021,0.152,['Taron Egerton'],0.44,206438,0.676,False,2VeLdiYiILcCOEV0izfzEW,0.0201,6,0.108,-7.57,1,A Sky Full of Stars,70,2021-12-17,0.0582,125.013
0.888,2021,0.21,['Hotel Ugly'],0.877,160000,0.462,False,7oe04qLMdQxHXhcGIfShXf,0.000208,0,0.145,-14.419,0,Piggypink,67,2021-03-31,0.0542,119.989
0.141,2021,0.00466,"['Baby Keem', 'Kendrick Lamar']",0.667,316733,0.582,True,0UTyLmkQgPOEIz95OVAJTR,0,11,0.124,-5.791,0,range brothers (with Kendrick Lamar),66,2021-09-10,0.267,121.972
0.724,2021,0.199,"['Grupo Firme', 'Grupo Recluta']",0.547,190671,0.715,False,5hRFjooNvZWb9gdnXjrv2j,0,10,0.11,-4.682,1,Hablando Claro (En Vivo),72,2021-08-12,0.0489,117.273
