valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release date,speechiness,tempo
0.428,2020,0.0265,['Money Man'],0.842,160952,0.715,True,2FVMbLuIxo0dz3KLXgN6Jh,0.0554,2,0.0831,-6.03,1,24,69,2020-03-02,0.0912,126.021
0.134,2020,0.288,['KYSLINGO'],0.888,129143,0.248,True,4DPYOF6Tvptit1xDUbOo8o,0.0441,10,0.143,-11.965,0,The Law of Recognition,68,2020-04-12,0.259,111.984
0.263,2020,0.00321,['LiSA'],0.541,237587,0.977,False,0qMip0B2D4ePEjBJvAtYre,5.13e-05,4,0.0796,-2.828,0,紅蓮華,75,2020-10-14,0.157,134.938
0.782,2020,0.0326,"['Young Dolph', 'Key Glock']",0.945,140467,0.662,True,67K5Ki1bLemeOlN012sip8,1.17e-05,6,0.124,-6.581,1,No Sense (feat. Key Glock),65,2020-08-14,0.24,124.01
0.293,2020,0.0519,['Chris Stapleton'],0.555,309853,0.505,False,24nhOvYX2gk3txBbMzXeUB,0.00361,1,0.148,-7.334,0,Cold,66,2020-11-13,0.0333,117.481
0.319,2020,0.0129,"['Lil Uzi Vert', 'Chief Keef']",0.733,238816,0.567,True,0IpnZchq8ek2A6pGEP2Qb1,0,0,0.382,-6.718,1,Bean (Kobe) [feat. Chief Keef],66,2020-03-13,0.319,75.491
0.187,2020,0.231,['Halsey'],0.667,181806,0.583,False,2ufmtcIFdFpuUYBPXK5f67,4.48e-05,11,0.181,-5.127,0,Graveyard,70,2020-01-17,0.0747,92.043
0.408,2020,0.312,['Taylor Swift'],0.511,195107,0.478,False,7cm50Lw03k6VvRauJtkyTj,2.3e-05,9,0.147,-9.837,1,this is me trying,70,2020-08-18,0.0322,135.882
0.746,2020,0.00962,['TOMORROW X TOGETHER'],0.71,209105,0.82,False,3ObPkJQAgjAhTwYvDhPrAW,0,3,0.0871,-4.362,0,Blue Hour,73,2020-10-26,0.0836,112.005
0.874,2020,0.00824,['Megan Thee Stallion'],0.821,154324,0.863,True,6WbTTAGKrQtCQvmc5BuYfh,0,6,0.0377,-3.159,1,Girls in the Hood,67,2020-06-26,0.353,180.013
0.753,2020,0.0332,['Jason Derulo'],0.789,190306,0.711,False,59qrUpoplZxbIZxk6X0Bm3,0,2,0.0876,-4.248,1,Take You Dancing,77,2020-07-22,0.041,112.985
0.45,2020,0.00691,['BTS'],0.566,207481,0.716,False,5FVbvttjEvQ8r2BgUcJgNg,0,1,0.37,-5.733,1,Life Goes On,79,2020-11-20,0.0424,81.068
0.47,2020,0.864,"['Muscadine Bloodline', 'Lainey Wilson']",0.49,196307,0.261,False,73rxH6rYJQZtwfjKNb4mwZ,0,6,0.106,-11.495,1,Pieces,65,2020-07-10,0.042,123.85
0.609,2020,0.105,"['Maluma', 'The Weeknd']",0.766,200482,0.788,False,0GzuHFG4Ql6DoyxFRnIk3F,5.81e-06,6,0.142,-3.128,0,Hawái - Remix,72,2020-11-05,0.312,179.984
0.881,2020,0.00341,"['Moneybagg Yo', 'Lil Baby']",0.874,164754,0.847,True,7qeWNGBqqagdwf4KnjRzGZ,0,2,0.29,-3.574,1,U Played (feat. Lil Baby),65,2020-01-10,0.233,134.965
0.66,2020,0.2,['CJ'],0.719,123263,0.648,True,5vGLcdRuSbUhD8ScwsGSdA,0,3,0.127,-7.6,0,Whoopty,74,2020-08-20,0.125,140.201
0.729,2020,0.00488,"['Joji', 'Diplo']",0.528,163906,0.749,True,6Ed1q0X8oSKSm4IIhiQbYg,9.6e-05,7,0.0949,-7.571,1,Daylight,71,2020-08-06,0.0479,163.944
0.46,2020,0.114,"['Internet Money', 'Trippie Redd', 'Diplo', 'Juice WRLD']",0.761,174730,0.517,True,7dH9TPjTWQ60wOJkmYay8a,0,5,0.157,-6.916,1,Blastoff (feat. Juice Wrld & Trippie Redd),67,2020-08-28,0.0927,147.912
0.306,2020,0.765,['keshi'],0.691,227032,0.389,False,6D6HVKe7Qu3imn4zzJD0W9,0,4,0.0941,-8.247,1,drunk,73,2020-10-23,0.0367,104.952
0.512,2020,0.137,['Polo G'],0.597,171442,0.477,True,4SIB2yxKoFOrbkjA4zfQbB,0,1,0.113,-9.638,0,Beautiful Pain (Losin My Mind),67,2020-05-15,0.642,80.382
0.489,2020,0.907,['FINNEAS'],0.402,238013,0.151,False,0DGh73t9eaZA3X3ZXHf4Qe,0,4,0.0941,-14.228,0,Break My Heart Again,73,2020-08-07,0.04,144.071
0.686,2020,0.141,['ROLE MODEL'],0.765,153293,0.663,False,0NuWgxEp51CutD2pJoF4OM,0.000297,0,0.0924,-5.223,1,blind,68,2020-10-21,0.0652,150.091
0.839,2020,0.274,['$uicideboy$'],0.884,153652,0.903,True,1DoBPOlB884EHiftB46QGx,0.00037,6,0.302,-3.672,0,All Dogs Go to Heaven,66,2020-02-14,0.2,75.022
0.838,2020,0.212,['KAROL G'],0.863,178947,0.666,True,7vrJn5hDSXRmdXoR30KgF1,0.000493,1,0.103,-4.158,0,BICHOTA,76,2020-10-23,0.152,163.908
0.801,2020,0.329,['Jordan Davis'],0.659,159997,0.846,False,3vfBA0Q342toaXalxwPvOo,0,8,0.122,-5.506,1,A Little Lime,65,2020-05-22,0.0401,92.011
0.464,2020,0.0497,['Chavo'],0.71,149447,0.359,True,7o2Ttn5aFdrBON1zfdzJfg,4.37e-06,2,0.112,-8.813,1,Michigan,66,2020-06-10,0.124,83.481
0.683,2020,0.00552,"['Punkinloveee', 'H3artcrush']",0.665,125362,0.825,True,2Rb6nYmuLEblpq4KIAjngL,2.25e-05,8,0.416,-5.954,0,Freak Show,70,2020-06-09,0.179,138.09
0.535,2020,0.418,"['Taylor Swift', 'HAIM']",0.546,215627,0.613,False,3RaT22zZsxVYxxKR7TAaYF,0,7,0.103,-7.589,0,"no body, no crime (feat. HAIM)",70,2020-12-11,0.0264,79.015
0.677,2020,0.134,['Darius Rucker'],0.57,178279,0.645,False,36ISlLb12gKuCCVTYXC0gb,0,5,0.147,-5.816,1,Beers And Sunshine,66,2020-08-06,0.0304,81.084
0.198,2020,0.197,['Eslabon Armado'],0.359,307375,0.43,False,2uVW9s3bC14wp15d3Ma6EO,1.64e-05,5,0.11,-7.69,0,Ando Más Que Mal,67,2020-12-18,0.0324,84.762
0.668,2020,0.641,['Hotboii'],0.782,124931,0.431,True,45EzsxBDieiBZmI4ZaqAal,0,8,0.123,-8.313,1,Don't Need Time,67,2020-05-22,0.427,101.905
0.372,2020,0.196,"['Justin Bieber', 'Chance the Rapper']",0.673,212093,0.704,False,5u1n1kITHCxxp8twBcZxWy,0,6,0.0898,-8.056,1,Holy (feat. Chance The Rapper),73,2020-09-18,0.36,86.919
0.418,2020,0.0096,['Flo Milli'],0.919,137362,0.609,True,52BJrldggFQyTiW8XrILhO,0,9,0.124,-5.059,1,In The Party,67,2020-07-24,0.262,134.992
0.815,2020,0.346,['YoungBoy Never Broke Again'],0.725,159086,0.79,True,6FiySur7YZL0Kff2YVGsEB,0,3,0.195,-4.773,0,Right Foot Creep,69,2020-09-11,0.327,157.99
0.343,2020,0.747,['Penelope Scott'],0.594,252630,0.335,True,0mfHN9LcAPidSI3JCPqYml,0.0111,4,0.0976,-13.415,0,Feel Better,68,2020-09-25,0.0513,87.49
0.412,2020,0.869,['Bad Bunny'],0.584,217769,0.411,True,26QApq0cuO9brJigr0C0W4,4.47e-05,10,0.0955,-7.147,0,HACIENDO QUE ME AMAS,76,2020-11-27,0.0838,169.934
0.0825,2020,0.606,"['$NOT', 'Maggie Lindemann']",0.713,187587,0.47,True,3oGbHF3Kdwf3AsRCbBjUxu,1.35e-05,9,0.306,-8.698,1,Moon & Stars (feat. Maggie Lindemann),67,2020-03-06,0.0864,84.518
0.432,2020,0.00576,['Saweetie'],0.954,139413,0.696,True,4Hpib09wXgD84w4uwTPnYD,0.000498,10,0.0754,-7.117,0,Tap In,68,2020-06-17,0.204,100.036
0.664,2020,0.23,['Sam Hunt'],0.689,204760,0.689,False,10xuH52YSXHWFwCaF1fsDd,0,4,0.57,-5.517,1,Hard To Forget,65,2020-04-03,0.045,130.069
0.04,2020,0.000674,['Playboi Carti'],0.891,117240,0.628,True,1Bg2CNZw6S4e9cGWPmi0uI,0,1,0.119,-6.35,1,Place,67,2020-12-25,0.105,131.06
0.0372,2020,0.93,"['Miracle Tones', 'Solfeggio Healing Frequencies MT']",0.173,137075,0.0683,False,14Gl2GHSriLtQxGTri6uio,0.707,0,0.107,-28.341,1,528 Hz Love & Miracles,68,2020-10-23,0.066,139.847
0.781,2020,0.095,['Grupo Recluta'],0.707,187836,0.764,False,7G3h22znCIwaN07Q2s1ukR,3.88e-06,8,0.289,-4.557,1,Se Fue La Pantera,73,2020-06-02,0.155,133.558
0.413,2020,0.0177,['Lil Baby'],0.883,183011,0.599,True,02RCbjb9czvQKNGBmEmWob,0,11,0.179,-5.551,1,Woah,67,2020-02-28,0.248,142.976
0.325,2020,0.392,['Junior H'],0.426,197517,0.628,False,5AZBBx9tnjEI5q7UyNpgra,3.77e-05,8,0.115,-6.087,1,Se Quedan Viendo,72,2020-09-02,0.035,175.179
0.504,2020,0.283,"['1nonly', 'Ciscaux']",0.77,166896,0.659,True,7KVBqGLGhrEejVokzYd8vF,0,6,0.334,-8.322,1,Bunny Girl,70,2020-08-20,0.238,94.955
0.967,2020,0.277,['Banda MS de Sergio Lizárraga'],0.832,217600,0.525,False,0vtYnEw1eJwW26BrBnOAYJ,1.77e-05,10,0.142,-6.806,1,La Casita,73,2020-08-14,0.0412,112.479
0.502,2020,0.0139,['Parker McCollum'],0.549,206038,0.869,False,6ywiHcxaHBR39gRhud37XK,0,8,0.334,-4.817,1,Young Man's Blues,64,2020-08-14,0.0546,114.0
0.378,2020,0.29,['Melanie Martinez'],0.762,255153,0.596,True,6TNWeqDnqdqIQWYMWZmzTA,0,9,0.0691,-8.152,1,Fire Drill,69,2020-06-26,0.075,116.887
0.404,2020,0.163,['Conan Gray'],0.678,174680,0.431,False,6uaBrivDHCaV0uBTiwHTUi,1.94e-06,0,0.147,-6.749,1,Comfort Crowd,69,2020-03-20,0.0326,90.941
0.608,2020,0.176,"['Rauw Alejandro', 'Anuel AA']",0.823,231595,0.537,True,4loQgPwJHocL3dFwLfjb1J,3.75e-06,8,0.124,-2.627,1,Reloj,72,2020-11-13,0.211,175.965
0.506,2020,0.655,['Taylor Swift'],0.592,237258,0.699,True,2QDyYdZyhlP2fp79KZX8Bi,1.68e-05,3,0.114,-8.995,1,mad woman,70,2020-07-24,0.0471,141.916
0.6,2020,0.709,['T3R Elemento'],0.473,239498,0.448,False,3V1jBnDI3zCn25ONFiqwN8,0,9,0.104,-9.35,1,Ojitos de Miel,74,2020-10-30,0.0378,189.195
0.419,2020,0.0542,['TWICE'],0.702,204168,0.692,False,2xtP8RNbo2BEMzLX7tK7aq,0,10,0.0877,-5.405,1,CRY FOR ME,74,2020-12-18,0.0539,144.896
0.596,2020,0.446,"['Eladio Carrion', 'Bad Bunny']",0.832,152960,0.59,True,4jhHaLksdP8DJZzxYAjOSz,1.43e-06,8,0.123,-7.168,0,Kemba Walker,77,2020-01-31,0.272,146.907
0.72,2020,0.288,['Lil Darkie'],0.581,197000,0.959,True,0KrywEwYmgdhYTYxRK5oTm,0.000128,1,0.0676,1.06,1,rap music,66,2020-01-01,0.362,127.0
0.379,2020,0.0808,"['NAV', 'Gunna', 'Travis Scott']",0.894,161320,0.618,True,7IMwEtpAiJanqF6vQteZN2,0,7,0.558,-4.356,0,Turks (with Gunna & ft. Travis Scott),67,2020-05-08,0.129,119.1
0.623,2020,0.0996,"['1nonly', 'EGOVERT']",0.79,149577,0.832,True,1zCQXSnLkfXq3TzMLr6pWf,0,5,0.763,-5.291,0,Shakira!,73,2020-11-06,0.103,99.502
0.6,2020,0.512,['2KBABY'],0.686,105600,0.362,True,3k0LQivRnB690bkznEXI1E,0,2,0.168,-12.042,1,Old Streets,66,2020-04-10,0.617,126.7
0.0783,2020,0.953,['Joji'],0.582,240294,0.199,False,1MONUudxAjEk76FJvzGhuD,0.00852,10,0.135,-10.045,1,Like You Do,72,2020-09-25,0.0321,66.454
0.0875,2020,0.795,['Billie Eilish'],0.444,208155,0.309,False,2ygvZOXrIeVL4xZmAWJT2C,0.132,8,0.352,-10.956,1,my future,72,2020-07-30,0.062,104.745
0.515,2020,0.082,['Juice WRLD'],0.595,179464,0.528,True,4F6YLjakjqWFTgC5qfEwPQ,0,5,0.142,-7.371,0,Screw Juice,67,2020-07-10,0.0935,150.075
0.126,2020,0.99,['Stephan Moccio'],0.324,207640,0.0186,False,2m2GJpBjQNNphaCgBeoj7R,0.934,2,0.105,-28.248,1,Fracture,71,2020-04-17,0.0476,85.297
0.087,2020,0.623,['Autumn!'],0.754,125217,0.517,True,0bSDiW5sQFu4Z9E70gR2zD,0,8,0.086,-11.135,1,Still The Same,65,2020-01-10,0.448,137.937
0.861,2020,0.416,['Los Dos Carnales'],0.719,191995,0.577,False,53PoPAD389bBE4ePYuT95g,0,5,0.0972,-5.326,1,El Envidioso,71,2020-07-10,0.0909,78.77
0.376,2020,0.231,['Sam Hunt'],0.562,215933,0.649,False,4sf2L157iEgAR7yrCNLgSq,0,9,0.341,-5.4,1,Breaking Up Was Easy In The 90's,65,2020-04-03,0.0494,145.913
0.545,2020,0.585,['Omar Apollo'],0.612,183693,0.565,False,7dJN4NWQuqCjWwIT3UwOps,0.00174,5,0.0827,-7.609,1,Useless,67,2020-10-16,0.0414,89.895
0.738,2020,0.0969,['Luke Bryan'],0.641,193427,0.842,False,6NhS5LwYbJ6xD7BGvlWRJO,0,9,0.169,-4.872,1,One Margarita,65,2020-03-13,0.0464,89.997
0.35,2020,0.23,['Eslabon Armado'],0.66,208327,0.562,False,6tzWQCTlrZr1CnwiFGCmoM,3.6e-05,8,0.103,-7.593,1,La Mejor de Todas,66,2020-12-18,0.0269,119.877
0.336,2020,0.474,['Mac Miller'],0.677,298440,0.33,False,2Yv2mHzr5AQavVdwQjEokV,0.000871,2,0.064,-11.198,1,Hand Me Downs,68,2020-01-17,0.149,68.985
0.344,2020,0.0713,"['Willie Nelson', 'Jimmy Buffett', 'Emmylou Harris', 'Sheryl Crow', 'Eric Church', 'George Strait', 'Dave Matthews', 'Chris Stapleton', 'Derek Trucks', 'Kris Kristofferson', 'The Avett Brothers', 'Bobby Bare', 'Jack Johnson', 'Jamey Johnson', 'Lee Ann Womack', 'Lukas Nelson', 'Lyle Lovett', 'Margo Price', 'Micah Nelson', 'Nathaniel Rateliff', 'Norah Jones', 'The Little Willies', 'Ray Benson', 'Steve Earle', 'Susan Tedeschi', 'Vince Gill']",0.427,134267,0.813,False,5iis9J2sptrUy0VIpFVIg1,0.109,0,0.873,-9.02,1,Roll Me Up and Smoke Me When I Die - Live,67,2020-12-11,0.0737,106.859
0.0386,2020,0.876,['Miracle Tones'],0.246,115000,0.103,False,0lD9X7rCCtgYzdduGOjqkN,0.941,9,0.0819,-27.18,1,432 Hz Miracle Sleep Tone,67,2020-03-27,0.0458,132.573
0,2020,0.138,['YN Jay'],0,96183,0.641,True,2qTh0uDCWUZ9G9xZO7RqGd,0,2,0.36,-6.749,1,11:35 In Miami,65,2020-11-20,0,0
0.427,2020,0.000335,['Miley Cyrus'],0.58,213672,0.908,False,5GK1GYXH16RdfmltogHhAk,4.84e-05,4,0.087,-5.303,1,Heart Of Glass (Live from the iHeart Festival),73,2020-11-27,0.0341,115.016
0.803,2020,0.0522,"['El Alfa', 'Chael Produciendo']",0.853,178407,0.909,False,4QfZYDhGZc0T2RDvGiI69E,0.0223,7,0.129,-2.473,1,Singapur,72,2020-05-15,0.229,112.987
0.332,2020,0.467,['Chasinbens'],0.709,324000,0.377,True,3AhTANwPh05IairsIXltRi,1.3e-05,0,0.11,-11.427,0,Know You Miss Me,70,2020-03-20,0.145,108.014
0.389,2020,0.0827,"['NAV', 'Gunna', 'Travis Scott']",0.893,161377,0.618,True,0lSZh5W0wDeurkGzLYY6hf,0,7,0.542,-4.425,0,Turks (feat. Travis Scott),67,2020-03-27,0.112,119.099
0.859,2020,0.0224,['BTS'],0.779,180221,0.762,False,4bZZVcgWWMWPBwzTTp642w,0,10,0.121,-5.188,0,Filter,76,2020-02-21,0.0631,110.043
0.586,2020,0.0605,"['Ozuna', 'KAROL G', 'Myke Towers']",0.755,233160,0.772,False,67jvGGbJmOmVonlyX3mNkV,9.19e-05,3,0.223,-4.539,0,Caramelo - Remix,75,2020-09-04,0.154,168.062
0.776,2020,0.703,"['Sleepy Hallow', 'Fousheé']",0.868,115200,0.479,True,2AlYncTpVHKwHb55F9lF6O,0,4,0.102,-6.687,0,Deep End Freestyle,68,2020-06-05,0.445,133.928
0.477,2020,0.0704,"['Lil Yachty', 'Future', 'Mike WiLL Made-It']",0.887,178901,0.597,True,1sxGIhaxY8eF52e1TlShSP,0,6,0.178,-6.66,0,Pardon Me (Lil Yachty feat. Future & Mike WiLL Made-It),65,2020-05-29,0.281,129.976
0.67,2020,0.26,"['Don Toliver', 'Offset', 'Quavo']",0.748,157133,0.789,True,6SPgp2qK3fb4wPX1SldrNf,0,2,0.13,-4.579,1,Had Enough (feat. Quavo & Offset),67,2020-03-13,0.105,147.957
0.57,2020,0.365,['Junior H'],0.686,253606,0.615,False,6HzREffgQ16b7Rlrr6BY0m,6.24e-05,9,0.142,-5.551,1,Psicodelica,73,2020-09-02,0.0245,105.202
0.441,2020,0.575,['Morgan Wallen'],0.621,239120,0.754,True,2L4YgbxxwmwafMqLIjSx8q,0.00484,7,0.213,-5.904,0,Livin’ The Dream,65,2020-11-19,0.0269,127.036
0.32,2020,0.00166,['Key Glock'],0.876,198867,0.463,True,2rw5cbtHTyzy8iruujD28d,0.000492,1,0.109,-6.607,1,Dough,65,2020-01-31,0.289,162.951
0.654,2020,0.252,['Pop Smoke'],0.739,158466,0.616,True,5kkaSMcf4BFlhRRICCKZb6,1.93e-06,7,0.101,-6.963,0,Something Special,70,2020-07-03,0.0338,91.071
0.0787,2020,0.385,['Dominic Fike'],0.482,150620,0.837,False,5MSshyHGM9ajWSEoBcR0jv,0.0216,11,0.132,-3.696,1,Wurli,67,2020-07-31,0.0639,91.968
0.168,2020,0.0456,['The Weeknd'],0.404,355960,0.524,True,1sOW4PuG5X3Ie3EXUhAopJ,0.00316,5,0.199,-8.996,0,Escape From LA,71,2020-03-20,0.0593,145.74
0.374,2020,0.888,['Taylor Swift'],0.602,208907,0.494,False,76mOLcXOjOEhyY4mMF1l3r,2.59e-05,4,0.0902,-10.813,1,seven,69,2020-08-18,0.0277,94.955
0.441,2020,0.563,['Brent Cobb'],0.537,212454,0.365,False,4jB3Mw900goYibsFAueHph,0.0388,0,0.119,-12.303,1,Black Creek,65,2020-02-07,0.0331,80.597
0.913,2020,0.216,['Flo Milli'],0.879,147692,0.733,True,7qdFz1dTJqgdVe6NA4F4DP,0,11,0.274,-3.953,0,Beef FloMix,66,2020-07-24,0.142,117.039
0.495,2020,0.447,"['Yandel', 'Bad Bunny']",0.75,209180,0.741,True,3pm4XtcsRIFFtH2UErk62R,0,9,0.121,-4.43,1,CANCIÓN CON YANDEL,74,2020-05-10,0.402,79.968
0.0888,2020,0.191,['The Strokes'],0.538,222093,0.679,False,2t0wwvR15fc3K1ey8OiOaN,0.00175,4,0.0889,-4.297,1,Selfless,72,2020-04-10,0.0333,121.99
0.446,2020,0.0832,"['Bad Bunny', 'Ñengo Flow']",0.802,167975,0.787,True,53v2u51nq3CxiKUNphRzP1,0,7,0.153,-6.181,0,Que Malo,75,2020-02-29,0.0599,94.026
0.464,2020,0.08,['Ariana Grande'],0.719,149900,0.607,True,7Dx9Z6Aon1qPS2N0rHSWTe,0,8,0.125,-5.156,1,just like magic,70,2020-10-30,0.165,128.006
0.21,2020,0.116,['Young Dolph'],0.895,159040,0.611,True,4899RcGPKoSIrPi0EyCjiz,0,10,0.119,-6.725,1,I See $'s,64,2020-08-14,0.106,135.948
0.341,2020,0.798,['Noah Cyrus'],0.53,144377,0.281,False,6U1iuA5QfzYRPJxvdcxqtf,0,5,0.0928,-8.274,1,Lonely,70,2020-05-15,0.0577,122.442
0.489,2020,0.137,['BTS'],0.719,198261,0.757,False,2EmcTFQ1rM11wp2ztsXTHa,0,2,0.129,-5.167,0,Black Swan,75,2020-02-21,0.0849,147.024
0.559,2020,0.107,"['42 Dugg', 'Lil Baby', 'Yo Gotti']",0.883,107771,0.712,True,3iJzFCok0A0qvOaADTAyq5,0,8,0.0971,-3.397,0,Not A Rapper,64,2020-03-27,0.27,120.079
0.147,2020,0.133,['Juice WRLD'],0.288,173114,0.638,True,2SVx3uds6jTWALFxevIWMA,8.16e-05,4,0.14,-6.935,0,I Want It,67,2020-07-10,0.0779,66.424
0.568,2020,0.0582,"['King Von', 'Polo G']",0.831,202413,0.62,True,5NOUjBikzECEJyZMTxtErD,0,6,0.119,-8.397,0,The Code (feat. Polo G),66,2020-10-30,0.338,133.17
0.394,2020,0.143,['Vedo'],0.762,203145,0.433,True,4lsHZ92XCFOQfzJFBTluk8,0,5,0.118,-8.937,1,You Got It,71,2020-03-27,0.187,122.074
0.559,2020,0.0375,['Bryson Tiller'],0.639,190144,0.439,False,2SSyJ6hTS0JeHTg63wVDZ7,3.56e-06,8,0.0699,-8.425,1,Next To You,67,2020-10-02,0.0601,141.408
0.697,2020,0.0556,['YoungBoy Never Broke Again'],0.708,185746,0.654,True,1aMokXl3uKDvCh4BBcjFOA,0,5,0.208,-6.76,0,Lil Top,65,2020-02-21,0.369,168.032
0.791,2020,0.334,['La Maquinaria Norteña'],0.751,231933,0.868,False,4vvxsS3eN7EGJf1Ejdbmz6,2.75e-05,7,0.205,-4.544,1,Fuentes de Ortiz,68,2020-06-12,0.0914,115.374
0.721,2020,0.00488,['Megan Thee Stallion'],0.934,155090,0.873,True,3jRHehB5ulTMKfK5WaqDqc,0,1,0.0832,-4.707,1,What’s New,66,2020-11-20,0.309,139.997
0.73,2020,0.0901,"['PARTYNEXTDOOR', 'Rihanna']",0.431,183219,0.7,True,6WHZvtFnceMMv08gUCHR0y,0,6,0.216,-5.35,1,BELIEVE IT,72,2020-03-27,0.265,157.871
0.694,2020,0.245,['Stellar'],0.834,131429,0.6,False,16Azhyv8164hYxI8Ax3F5k,0,5,0.0694,-5.433,1,Blur,70,2020-07-19,0.0313,125.954
0.86,2020,0.317,"['Justin Bieber', 'Quavo']",0.811,212869,0.553,False,364dI1bYnvamSnBJ8JcNzN,0,9,0.105,-6.644,1,Intentions,73,2020-02-07,0.0552,148.014
0.788,2020,0.152,"['RAT BOY', 'IBDY']",0.751,116161,0.74,False,4mn5HdatHKN7iFGDes9G8i,5.75e-05,9,0.0873,-6.016,1,Who's Ready for Tomorrow,71,2020-12-18,0.045,138.066
0.956,2020,0.353,['Gunna'],0.873,149133,0.577,True,4loM16743hROPC6uIJG6wM,0,1,0.111,-9.151,1,MET GALA,67,2020-05-22,0.271,117.089
0.563,2020,0.535,['El Fantasma'],0.575,196099,0.374,False,4CLkDJ4xLqkV4Vt2vPOny1,0,8,0.178,-2.706,1,Palabra de Hombre,71,2020-09-11,0.0346,79.124
0.476,2020,0.589,['Taylor Swift'],0.595,294520,0.376,True,3IhtE4fkytdrtEfV34UzkD,0,0,0.0989,-8.767,1,betty,68,2020-08-18,0.0256,95.946
0.297,2020,0.202,['KAI'],0.659,192347,0.718,False,5dntGTbUtmUO239wQ0k3yM,1.01e-06,7,0.2,-5.607,0,Mmmh,74,2020-11-30,0.0507,136.96
0.57,2020,0.173,"['Lil Uzi Vert', 'WanMor']",0.786,233333,0.683,True,4YcWzLSnGqLjSCycuSMHnn,0,7,0.706,-5.397,1,Prices,65,2020-03-06,0.205,126.002
0.261,2020,0.375,['Rauw Alejandro'],0.784,209540,0.587,True,13Tbv4nflNxg9kYBIbJnd9,0.00109,4,0.111,-3.572,0,Dile a El,73,2020-11-13,0.0767,90.032
0.461,2020,0.298,['Luar La L'],0.704,141340,0.756,True,6i1g5ZRmJZAkDwBaUZ3f2i,3.75e-06,0,0.0852,-4.948,1,Caile,80,2020-12-18,0.448,121.737
0.222,2020,0.0149,['Leeland'],0.468,206440,0.655,False,0H4BGX7L8UfoD0g4wgXd0D,0,4,0.104,-6.384,1,Way Maker - Single Version,68,2020-02-14,0.0296,144.045
0.121,2020,0.982,['Frank Ocean'],0.35,202200,0.12,False,72794Eag03xdy7TO0KNuid,0.000289,3,0.103,-11.104,0,Cayendo (Side A - Acoustic),67,2020-04-03,0.0393,68.995
0.37,2020,0.738,['Matt Maltese'],0.521,220245,0.509,False,5JJPfHpByZ66XsEyCNVi2p,0.784,3,0.119,-8.059,1,Krystal,69,2020-11-20,0.0276,153.563
0.693,2020,0.106,['YoungBoy Never Broke Again'],0.758,186880,0.701,True,7jGhydOLVj84A9rKheLIu6,0,6,0.0752,-4.925,1,Green Dot,64,2020-12-21,0.361,167.092
0.716,2020,0.191,['MisterWives'],0.558,213547,0.889,False,2HvtedoEeymVWrBPyAMNwZ,0.000387,8,0.328,-3.945,1,SUPERBLOOM,65,2020-07-24,0.102,170.102
0.397,2020,0.418,['Phoebe Bridgers'],0.511,190093,0.649,True,0Jm0RTOlF7DsbQ689QclaF,0.00569,2,0.103,-8.078,1,ICU,67,2020-06-18,0.0318,133.976
0.586,2020,0.013,['YUNGBLUD'],0.612,171880,0.824,True,5v4OkFH0TJ6W1hCFxyn0px,0,7,0.288,-4.758,1,parents,70,2020-12-04,0.0478,82.017
0.51,2020,0.1,['Tim McGraw'],0.528,221400,0.718,False,7A4WmJcWx6KrVRfQ2CP8e7,0,7,0.304,-6.954,1,7500 OBO,65,2020-08-21,0.0337,155.759
0.203,2020,0.511,"['PARTYNEXTDOOR', 'Drake']",0.865,197973,0.53,False,2rFqkDRJlumT7QjljlldlR,0.00149,0,0.0946,-6.347,0,LOYAL (feat. Drake),69,2020-03-26,0.0491,104.948
0.459,2020,0.146,"['Money Man', 'Lil Baby']",0.868,182857,0.638,True,7v96VvFLS0wSYT8kewNLRy,0.0565,2,0.0931,-7.746,1,24 (feat. Lil Baby),67,2020-08-14,0.0736,126.03
0.883,2020,0.0876,['Sam Hunt'],0.569,181933,0.807,False,52lGuLAkIVbm4LZkSf9nj0,0,0,0.164,-4.584,1,Kinfolks,64,2020-04-03,0.0464,76.011
0.507,2020,0.344,"['Kygo', 'OneRepublic']",0.58,199549,0.586,False,1sgDyuLooyvEML4oHspNza,0,1,0.0755,-6.883,1,Lose Somebody,73,2020-05-29,0.0357,147.988
0.557,2020,0.203,['Pop Smoke'],0.548,160000,0.506,True,1hg3RlqFZXJb5YgRoK9qmF,0.0001,4,0.0788,-7.434,0,Gangstas,73,2020-07-03,0.102,119.987
0.79,2020,0.048,"['Jameson Rodgers', 'Luke Combs']",0.581,210480,0.86,False,3dV1fjKOlLnaNK5MeZHXGv,0,7,0.169,-4.092,1,Cold Beer Calling My Name,65,2020-04-14,0.039,148.318
0.477,2020,0.657,['Mt. Joy'],0.792,188067,0.489,False,1uZIL52W5zXEF55fCh5lqP,0.0205,9,0.111,-7.296,1,Rearrange Us,64,2020-06-05,0.0263,98.973
0.372,2020,0.0616,['Agust D'],0.76,197001,0.682,False,4wDSEE082RPcnhXzPzFhCp,0,1,0.118,-6.441,1,People,75,2020-05-22,0.0371,120.008
0.549,2020,0.835,['Taylor Swift'],0.392,214707,0.579,False,3Uo7WG0vmLQ07WB4BDwy7D,0.00179,7,0.145,-9.195,1,willow,71,2020-12-10,0.164,80.961
0.359,2020,0.572,['Zach Bryan'],0.716,196179,0.306,True,3OBXZXFYDouFlKdlFO6NLC,0,6,0.11,-5.454,1,Codeine Pills - Part One,64,2020-05-08,0.112,79.522
